"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"ExoRNeasy1_1"	"ExoRNeasy2_2"	"ExoRNeasy3_3"	"ExoRNeasy1_145"	"Nor1"	"Nor2"	"Nor3"
"200"	"hsa-miR-1294"	14.4911169308689	-2.41225412288763	2.02890470955471	-1.18894402064701	0.23446169603158	0.477490948213069	1.1361876004203	0	0	19.8233016297528	0	12.8545939818711	67.623735304038
"201"	"hsa-miR-223-3p"	290.867809445952	0.469053109630848	0.397191302130506	1.18092492739614	0.237632547743534	0.479994101412312	348.809593329031	338.170653000552	389.815970335885	241.183503161993	357.896433920817	227.097827013057	133.100685360329
"202"	"hsa-miR-654-5p"	241.595779497134	0.419559470557301	0.357760903454496	1.17273706127776	0.240901264388955	0.484187689811464	211.330893678175	242.037463337088	288.178738006656	341.951953113236	209.704941750479	217.099809471602	180.866657122705
"203"	"hsa-miR-584-5p"	3784.8963665221	0.243129100478073	0.20866358682886	1.16517263109006	0.243949121713092	0.485506585370173	4810.61830017953	4205.99749669436	4265.66506172003	2932.19669940094	4131.18735248443	2975.12436269307	3173.48529248236
"204"	"hsa-miR-9-3p"	7.00195349705614	-2.68046730726375	2.29471929047025	-1.16810248573561	0.24276542778909	0.485506585370173	0	8.18154805646496	0	0	11.1842635600255	24.2808997435344	5.3669631193681
"205"	"hsa-miR-181b-5p"	319.635613373449	-0.37220928350146	0.322351914872193	-1.15466751189933	0.248226608465887	0.486859918053866	265.867898498349	239.992076322972	260.91021225979	370.034963755386	324.34364324074	411.347007419877	364.953492117031
"206"	"hsa-miR-5010-5p"	16.576241511037	1.94142511904802	1.67443105101956	1.15945360536995	0.246271337233047	0.486859918053866	46.5836916172321	27.2718268548832	22.9303511962285	0	18.1744282850415	0	1.07339262387362
"207"	"hsa-miR-320e"	16.6635698757799	-1.45468765908161	1.25808729339354	-1.15626925629125	0.247571039407985	0.486859918053866	4.54475040168118	12.2723220846974	19.2119158671104	1.6519418024794	33.5527906800766	14.282882202079	31.128386092335
"208"	"hsa-miR-197-3p"	122.975543337414	-0.741341522960881	0.645109957856009	-1.14917079473505	0.250485561001075	0.488928546954022	103.393071638247	105.678329062672	141.300542506489	29.7349524446292	239.063633595546	192.818909728067	48.8393643862497
"209"	"hsa-miR-1273h-5p"	25.0349911321613	1.35925744793894	1.18921043410647	1.14299152526377	0.253042109712801	0.491555485853575	38.6303784142901	34.089783568604	48.3396592785358	14.8674762223146	16.7763953400383	0	22.541245101346
"210"	"hsa-miR-542-3p"	13.6585083016432	-1.97808284620268	1.7515788179267	-1.12931420839177	0.258765309221943	0.50027959782909	0	0	17.3526982025513	6.60776720991761	30.7567247900702	37.1354937254055	3.75687418355767
"211"	"hsa-miR-518e-5p|hsa-miR-519a-5p|hsa-miR-519b-5p|hsa-miR-519c-5p|hsa-miR-522-5p|hsa-miR-523-5p"	25.4301289782621	-1.82146848092415	1.62446895638937	-1.12127010723101	0.262172905683636	0.504465401457612	0	4.77256969960456	0	44.6024286669439	111.842635600255	11.4263057616632	5.3669631193681
"212"	"hsa-miR-589-5p"	52.9560208381747	1.02617696319358	0.937124412081241	1.09502745842953	0.273504607073761	0.523787124867674	103.393071638247	14.9995047701858	96.6793185570717	56.1660212842997	53.1252519101212	2.85657644041581	43.4724012668816
"213"	"hsa-miR-200b-3p"	63.2110953947313	-1.06273054405657	0.987065961771439	-1.07665605462612	0.281633951790266	0.536823401065014	44.3113164163915	25.908235512139	0.61973922151969	102.420391753723	79.6878778651818	138.543957360167	50.9861496339969
"214"	"hsa-miR-769-5p"	172.425311376877	-0.425789876113178	0.405321770392551	-1.05049841191803	0.293489020714845	0.551650659306607	155.657701257581	147.267865016369	124.567583525458	175.105831062817	202.714777025463	158.539992443077	243.123429307375
"215"	"hsa-miR-877-5p"	102.195075140324	0.632272210923351	0.601712919088554	1.05078716255766	0.293356353083033	0.551650659306607	94.3035708348846	67.4977714658359	112.792538316584	208.144667112405	40.5429554050925	114.263057616632	77.8209652308374
"216"	"hsa-miR-410-3p"	26.921506241979	1.31297538792876	1.24629884786053	1.05349964030112	0.292112059052637	0.551650659306607	71.5798188264786	21.1356658125345	42.7620062848586	9.91165081487642	9.78623061502233	0	33.2751713400822
"217"	"hsa-miR-642a-3p"	11.0586499753622	-2.04222316711422	1.96639671927933	-1.03856111388483	0.299008898734058	0.558097849722732	0	0.68179567137208	6.81713143671659	11.5635926173558	9.78623061502233	48.5617994870688	0
"218"	"hsa-miR-4533"	6.9266031615822	-2.6754396834337	2.57961980351525	-1.03714496213274	0.299668303545703	0.558097849722732	0	8.18154805646496	0	0	27.9606589000638	0	12.3440151745466
"219"	"hsa-miR-2110"	313.197106779703	-0.342594035974966	0.335162082516594	-1.02217420718528	0.306698456107864	0.565998059908148	318.132528117683	249.537215722181	247.895688607876	310.565058866128	314.557412625718	284.229355821373	467.462487696961
"220"	"hsa-miR-654-3p"	299.566503328644	0.354392612350502	0.346133455967018	1.0238611906509	0.305900843258803	0.565998059908148	327.222028921045	302.035482417832	403.450233209318	287.437873631416	349.508236250798	214.243233031186	213.068435838914
"221"	"hsa-miR-4750-5p"	6.79295062988797	2.18483303742756	2.15649227690908	1.01314206446364	0.310992308640651	0.571325236688256	12.4980636046233	0	8.67634910127566	19.8233016297528	2.79606589000638	0	3.75687418355767
"222"	"hsa-let-7b-3p"	63.4298139312346	-0.838495644159602	0.842525789503833	-0.995216591118707	0.319630934199411	0.579331068236432	17.0428140063044	16.3630961129299	55.7765299367721	100.768449951244	134.211162720306	95.6953107539296	24.1513340371564
"223"	"hsa-miR-493-5p"	311.70629664887	0.383212151073803	0.383506489544154	0.999232507197726	0.317682071973453	0.579331068236432	316.996340517263	378.396597611504	394.773884108043	292.393699038854	265.626259550606	389.922684116758	143.834611599065
"224"	"hsa-miR-6721-5p"	21.9604022290587	1.52387430383205	1.52733688210221	0.997732930887263	0.318408880206643	0.579331068236432	54.5370048201742	23.8628484980228	26.6487865253467	16.519418024794	32.1547577350734	0	0
"225"	"hsa-miR-363-3p"	345.215091626377	-0.31625905541092	0.320559618269413	-0.986584202708654	0.323846517700404	0.581320124535057	297.681151310118	332.034491958203	306.151175430727	315.520884273566	321.547577350734	321.364849546779	522.205511514516
"226"	"hsa-miR-17-3p"	12.8952108163529	2.04708109441687	2.06960880393214	0.989114991455164	0.322606883620335	0.581320124535057	11.361876004203	5.45436537097664	0	59.4699048892585	13.9803294500319	0	0
"227"	"hsa-miR-1343-3p"	17.0873496860955	-1.58252781750717	1.60795518806881	-0.984186517913986	0.325023813471571	0.581320124535057	0	0	23.5500904177482	13.2155344198352	18.1744282850415	44.276934826445	20.3944598535988
"228"	"hsa-miR-548av-5p|hsa-miR-548k"	13.2106819379569	1.64432615178498	1.71346452655611	0.959649952654644	0.337231419401925	0.600508580163077	17.0428140063044	16.3630961129299	21.0711335316695	19.8233016297528	18.1744282850415	0	0
"229"	"hsa-miR-342-5p"	420.662273038895	0.330694982811186	0.349304655458116	0.946723662693464	0.34377960946087	0.607890379403535	445.385539364756	385.214554325225	320.40517752568	697.119440646308	294.984951395673	322.793137766986	478.733110247634
"230"	"hsa-miR-15b-3p"	52.1203988983621	-0.649842634334688	0.687655469488626	-0.945011947360707	0.344652776561765	0.607890379403535	27.2685024100871	58.6344277379989	46.4804416139768	34.6907778520675	65.7075484151499	71.4144110103952	60.6466832488595
"231"	"hsa-miR-30b-5p"	32.0541872727097	1.27257401444948	1.35146598113684	0.941624896380304	0.346384718692373	0.607890379403535	1.1361876004203	32.0443965544878	83.0450556836385	54.5140794818203	29.358691845067	24.2808997435344	0
"232"	"hsa-miR-378f"	7.02935898889893	-1.57191224081292	1.67276173100455	-0.939710785868426	0.347365931087734	0.607890379403535	3.40856280126089	2.04538701411624	4.95791377215752	4.95582540743821	5.59213178001276	9.99801754145533	18.2476746058515
"233"	"hsa-miR-127-3p"	3042.65674232396	0.179544175024678	0.191959269288144	0.935324330471218	0.349621180201748	0.608353391737219	2930.22782148394	3154.66857143861	3165.00820430106	3564.89040975055	3352.48300211765	2218.13160598288	2913.187581193
"234"	"hsa-miR-1292-5p"	11.7727980581727	1.72345578594709	1.84648094408206	0.93337317748701	0.350627324301747	0.608353391737219	0	11.5905264133254	32.8461787405436	23.1271852347116	0	1.4282882202079	13.4174077984202
"235"	"hsa-miR-425-3p"	95.1049362971855	0.531049669299835	0.570738469938615	0.93046061772733	0.352132645634985	0.608365336714059	78.3969444290004	66.8159757944639	118.989930531781	175.105831062817	72.6977131401659	61.4163934689399	92.3117656531313
"236"	"hsa-miR-4326"	53.3679561833451	0.65076698279773	0.719026928251533	0.90506621828505	0.365430307484798	0.625143942714173	93.1673832344643	58.6344277379989	45.2409631709374	56.1660212842997	19.5724612300447	51.4183759274846	49.3760606981865
"237"	"hsa-miR-143-5p"	12.9345895110496	1.59338338152544	1.7821383501022	0.894085120514948	0.371276349809116	0.625143942714173	14.7704388054638	21.8174614839066	0	36.3427196545469	4.19409883500957	0	13.4174077984202
"238"	"hsa-miR-32-5p"	72.8859496508232	-0.599169247709476	0.672037367192488	-0.891571327666753	0.372622744179384	0.625143942714173	48.8560668180727	85.22445892151	85.5240125697173	18.1713598272734	83.8819767001914	95.6953107539296	92.8484619650681
"239"	"hsa-miR-106a-5p"	23.6289114125485	-0.898954625547272	1.0034628537207	-0.895852419662642	0.370331588959131	0.625143942714173	17.0428140063044	20.4538701411624	9.91582754431504	21.4752434322322	37.7468895150861	44.276934826445	14.4908004222939
"240"	"hsa-miR-10a-3p"	17.6856895283	-1.19289483945986	1.33646765320396	-0.892572922808938	0.372085924926638	0.625143942714173	0	9.54513939920912	17.972437424071	18.1713598272734	15.3783623950351	29.994052624366	32.7384750281454
"241"	"hsa-miR-130a-3p"	27.4494014858411	1.08982121342685	1.21567656588428	0.896472996198723	0.370000196355062	0.625143942714173	69.3074436256381	37.4987619254644	10.5355667658347	24.779127037191	0	32.8506290647818	17.1742819819779
"242"	"hsa-miR-3064-5p"	12.0378289807054	-1.90497546147251	2.12326589018536	-0.897191195072702	0.369616902763464	0.625143942714173	0	0.68179567137208	21.0711335316695	0	15.3783623950351	47.1335112668609	0
"243"	"hsa-miR-941"	252.271347458435	-0.352897617810344	0.397518802712149	-0.887750756448831	0.374674836836016	0.625523909480436	178.381453265986	182.039444256345	277.023432019302	265.962630199184	177.550184015405	294.227373362828	390.714915089998
"244"	"hsa-miR-195-3p"	19.8124019647628	-1.21127332046627	1.3697925143492	-0.884275032734982	0.376547762687848	0.625523909480436	15.9066264058841	17.044891784302	0	18.1713598272734	18.1744282850415	11.4263057616632	57.9632016891755
"245"	"hsa-mir-320b-1"	7.81149746111135	-1.47308745584803	1.6690979023619	-0.882565039332623	0.37747132468647	0.625523909480436	1.1361876004203	5.45436537097664	6.1973922151969	4.95582540743821	2.79606589000638	14.282882202079	19.857763541662
"246"	"hsa-miR-148b-5p"	13.7236528711979	-1.49768374217187	1.74186820453227	-0.859814616441675	0.389891240832341	0.643479039747685	0	12.9541177560695	0	18.1713598272734	5.59213178001276	22.8526115233265	36.4953492117031
"247"	"hsa-miR-889-3p"	109.029755361927	0.466742245757978	0.547381386885858	0.852681981777551	0.393835685560742	0.645437418830348	152.24913845632	145.222478002253	126.426801190017	69.3815557041349	96.4642732052201	121.404498717672	52.0595422578706
"248"	"hsa-miR-181d-5p"	115.222960192445	-0.455743772498075	0.534959454443601	-0.851922082528822	0.394257339581099	0.645437418830348	160.202451659262	56.5890407238827	89.8621871203551	90.8567991363671	156.579689840357	154.255127782454	98.2154250844362
"249"	"hsa-miR-504-5p"	15.2828187159353	-1.64290156294078	1.9572307037184	-0.839401078176196	0.401244279039508	0.654237659799358	0	7.49975238509288	0	24.779127037191	46.1350871851053	28.5657644041581	0
"250"	"hsa-miR-3074-5p"	13.9270270137352	1.47415303992753	1.76742474938562	0.834068347430329	0.404242470451671	0.656489772013514	36.3580032134495	25.226439840767	14.8737413164726	0	18.1744282850415	2.85657644041581	0
"251"	"hsa-miR-125a-5p"	1860.38946064466	-0.175774852828536	0.212335773638619	-0.827815538646319	0.407774973346243	0.656970790391169	1681.55764862204	1492.45072463348	1606.36406217904	2271.41997840918	2252.23107440014	1969.6094556667	1749.09328060206
"252"	"hsa-miR-5189-5p"	7.84863660521937	-1.92784241175726	2.32660699590634	-0.828606814622878	0.407326930635072	0.656970790391169	1.1361876004203	6.8179567137208	6.1973922151969	0	0	0	40.7889197071976
"253"	"hsa-miR-128-3p"	8382.7331698278	-0.128275102084718	0.157883390866114	-0.812467362026042	0.416523507096007	0.665677970107042	8444.14624632364	7477.2531279376	7932.04229623052	8393.51629839784	9980.55719437777	7794.16881767454	8657.44820785268
"254"	"hsa-miR-181c-3p"	13.2840904891089	-1.55057664911178	1.92170337932196	-0.806876162989774	0.419737833367987	0.665677970107042	0	10.2269350705812	18.5921766455907	0	0	27.1374761839502	37.0320455236399
"255"	"hsa-miR-151a-5p|hsa-miR-151b"	48.9826023723007	-0.729578944936335	0.90154605745332	-0.809253103493397	0.418369575231107	0.665677970107042	5.68093800210148	82.4972762360217	14.8737413164726	49.5582540743821	72.6977131401659	71.4144110103952	46.1558828265657
"256"	"hsa-miR-487a-5p"	16.2219976857912	1.11680954964212	1.3709208298486	0.814641900047183	0.415277319148356	0.665677970107042	11.361876004203	23.1810528266507	31.6067002975042	18.1713598272734	19.5724612300447	0	9.66053361486258
"257"	"hsa-miR-15a-5p"	19.1353392063216	-1.23020093248866	1.56998825150514	-0.783573336494252	0.433290506274064	0.681844750183216	0	10.2269350705812	10.5355667658347	28.0830106421498	47.5331201301085	0	37.5687418355767
"258"	"hsa-miR-30b-3p"	17.3957121727714	1.26280615529384	1.60848307562037	0.785091353732018	0.432400008760916	0.681844750183216	0	44.3167186391852	33.4659179620633	14.8674762223146	0	19.9960350829107	9.12383730292577
"259"	"hsa-miR-345-5p"	45.2384846168635	-0.649923100986177	0.849200685299294	-0.765335111284227	0.444072021404815	0.695285840203443	36.3580032134495	39.5441489395807	11.1553059873544	59.4699048892585	50.3291860201148	24.2808997435344	95.5319435247522
"260"	"hsa-miR-1224-5p"	12.9757232483399	-1.16858124652173	1.53086661117636	-0.763346223629349	0.445256942002205	0.695285840203443	9.08950080336237	14.9995047701858	0	9.91165081487642	16.7763953400383	9.99801754145533	30.0549934684614
"261"	"hsa-miR-574-3p"	20.6310658866501	1.12889215402379	1.50296430593815	0.751110421959846	0.452586204063784	0.70402298409922	46.5836916172321	28.6354181976274	32.2264395190239	0	25.1645930100574	0	11.8073188626098
"262"	"hsa-miR-3614-5p"	10.1175126828895	1.61069363384676	2.16794534451761	0.742958598066115	0.457506746801556	0.707786791404128	0	21.1356658125345	35.944874848142	0	1.39803294500319	0	12.3440151745466
"263"	"hsa-miR-548ap-5p|hsa-miR-548j-5p"	26.6105010894461	0.954125198424802	1.28704246073322	0.741331562504351	0.458492428914496	0.707786791404128	24.9961272092465	10.9087307419533	30.3672218544648	67.7296139016555	26.5626259550606	25.7091879637423	0
"264"	"hsa-let-7g-5p"	13876.0268714275	0.109856550718926	0.149150718267859	0.736547245596462	0.461397726286671	0.70781689015084	13822.8583467133	15381.9921418255	13672.6867051674	14429.7116446576	13409.9320084706	11941.9178091583	14473.089444
"265"	"hsa-miR-486-3p"	816.723426846677	0.221619050538276	0.30129309312923	0.735559677908779	0.461998709088602	0.70781689015084	651.03549504083	1129.73542746354	1140.32016759623	556.704387435559	622.12466052642	754.136180269774	863.00766959439
"266"	"hsa-miR-2116-3p"	7.96421496411671	-1.83966545159582	2.54072776030565	-0.724070276374084	0.469022591610949	0.715393624368335	0	0	14.8737413164726	0	25.1645930100574	15.711170422287	0
"267"	"hsa-miR-196b-5p"	16.9101375548486	-1.15878812188736	1.60559807312978	-0.721717434319377	0.47046822095159	0.715393624368335	0	31.3626008831157	12.3947844303938	0	18.1744282850415	45.7052230466529	10.7339262387362
"268"	"hsa-miR-543"	894.195458795159	0.174412850130845	0.248742121211466	0.701179395276479	0.483191066940792	0.725152862668745	838.506449110178	1014.51195900166	1058.51459035563	849.098086474413	603.950232241378	934.10049601597	960.68639836689
"269"	"hsa-miR-4433b-5p"	306.679473172163	-0.286343075527099	0.409035218530054	-0.700045039046093	0.483899177650944	0.725152862668745	472.654041774843	266.582107506483	189.640201785025	191.625249087611	311.761346735711	454.195654026114	260.297711289353
"270"	"hsa-miR-6859-5p"	9.2431711507183	-1.53275686244454	2.18159094802376	-0.702586735534917	0.482313331219789	0.725152862668745	4.54475040168118	15.6813004415578	0	0	0	34.2789172849897	10.1972299267994
"271"	"hsa-miR-18a-5p"	21.0266142518269	1.07307426104634	1.53332553772309	0.699834597837454	0.484030605377413	0.725152862668745	0	37.4987619254644	23.5500904177482	47.9063122719027	9.78623061502233	0	28.4449045326509
"272"	"hsa-miR-450a-5p"	32.8349508684965	-0.578928254464591	0.839915694445506	-0.689269480607558	0.490653699954727	0.732372802138306	35.2218156130292	25.226439840767	16.7329589810316	31.3868942471086	50.3291860201148	37.1354937254055	33.811867652019
"273"	"hsa-miR-1468-5p"	34.4944557201437	-0.789370974048542	1.15171151264429	-0.685389496746604	0.493098170118479	0.733325483765944	43.1751288159712	27.9536225262553	19.2119158671104	14.8674762223146	78.2898449201787	0	57.9632016891755
"274"	"hsa-miR-3182"	129.806596314928	0.434856991038554	0.643888529972607	0.675360673154177	0.499446644788826	0.74005597731483	134.070136849595	185.448422613206	220.00742363949	42.9504868644645	152.385591005348	139.972245580375	33.811867652019
"275"	"hsa-miR-30e-5p"	4271.3349627637	0.104879505425301	0.159118386171508	0.659128765372564	0.509813085359854	0.752669500567639	4506.12002326689	4385.99155393659	3952.69675485258	4772.45986736299	4210.87523034961	3872.08936498363	4199.1119445936
"276"	"hsa-miR-146b-3p"	40.3020848473314	0.696768683010379	1.07147785508972	0.650287525496302	0.515506513392469	0.758317552309211	63.6265056235366	44.3167186391852	48.3396592785358	36.3427196545469	0	68.5578345699794	20.9311561655356
"277"	"hsa-miR-1-3p"	347.256621524787	-0.218559660526346	0.343567243248794	-0.636148133505488	0.524679875268496	0.767742745853068	421.52559975593	344.3068140429	304.911696987688	227.967968742158	293.58691845067	352.787190391352	485.710162302813
"278"	"hsa-miR-99b-3p"	76.8413028098365	0.417049022989093	0.660207214974322	0.631694131069612	0.527586763775877	0.767742745853068	60.2179428222757	57.2708363952547	105.975406879867	122.243693383476	55.9213178001276	29.994052624366	106.265869763488
"279"	"hsa-miR-552-3p"	12.2913650045332	-1.27399909767067	2.01535879063904	-0.632145057043022	0.527292095379845	0.767742745853068	0	5.45436537097664	24.7895688607876	0	46.1350871851053	0	9.66053361486258
"280"	"hsa-miR-15b-5p"	32.407388559481	0.762328447640877	1.22946079359613	0.620051043198454	0.535224182265248	0.770570985814506	29.5408776109277	42.9531272964411	70.6502712532447	14.8674762223146	1.39803294500319	1.4282882202079	66.0136463682276
"281"	"hsa-miR-495-3p"	81.8317613999905	0.514744897141385	0.828050344702577	0.621634783965066	0.53418204335668	0.770570985814506	98.8483212365658	100.905759363068	13.6342628734332	161.890296642981	88.076075535201	97.1235989741375	12.3440151745466
"282"	"hsa-miR-212-5p"	13.1510428834038	-1.096980711219	1.76251487734015	-0.622395149863629	0.533682068862264	0.770570985814506	15.9066264058841	0	0	19.8233016297528	22.368527120051	15.711170422287	18.2476746058515
"283"	"hsa-miR-548j-5p"	8.12427990882214	-1.52962608582707	2.55324116481852	-0.599091894218222	0.549111606701338	0.787771421628068	0	4.09077402823248	13.6342628734332	0	39.1449224600893	0	0
"284"	"hsa-miR-494-3p"	16.8185284064422	0.972571640084376	1.6472618480549	0.59041714663203	0.554911017813084	0.793288286028564	28.4046900105074	25.908235512139	12.3947844303938	18.1713598272734	0	32.8506290647818	0
"285"	"hsa-miR-377-3p"	8.99873927865246	1.28095223292857	2.18180475030552	0.587106721052466	0.557132033919268	0.793668792179729	19.315189207145	14.3177090988137	0	14.8674762223146	0	0	14.4908004222939
"286"	"hsa-miR-1273h-3p"	179.833109916966	0.27528407242103	0.491195980275323	0.560436329846855	0.575181857151647	0.802898304884501	274.957399301712	109.087307419533	108.454363765946	285.785931828937	132.813129775303	198.532062608899	149.201574718433
"287"	"hsa-miR-30a-3p"	180.547869688116	-0.265164229525182	0.490257115733312	-0.540867681499242	0.588598788269563	0.802898304884501	74.9883816277395	155.449413072834	216.908727531892	218.056317927281	230.675435925526	117.119634057048	250.63717767449
"288"	"hsa-miR-548e-3p"	41.3563360727337	-0.629068226188303	1.12273385091463	-0.560300400380585	0.575274554365385	0.802898304884501	0	82.4972762360217	22.9303511962285	28.0830106421498	46.1350871851053	85.6972932124743	24.1513340371564
"289"	"hsa-miR-505-3p"	63.1261974874935	0.366333627008989	0.679774767230165	0.538904420506318	0.589952806884009	0.802898304884501	96.5759460357252	85.22445892151	48.9593985000555	47.9063122719027	83.8819767001914	47.1335112668609	32.2017787162086
"290"	"hsa-miR-412-5p"	8.98719701650208	-1.20199066911398	2.18061635351776	-0.55121602072503	0.581485598961824	0.802898304884501	6.81712560252178	0	16.1132197595119	0	26.5626259550606	0	13.4174077984202
"291"	"hsa-miR-148a-5p"	64.8095705566679	-0.578836204225032	1.03912739716418	-0.55704065334501	0.577499653701175	0.802898304884501	82.9416948306816	55.9072450525106	53.2975730506934	21.4752434322322	190.132480520434	0	49.9127570101233
"292"	"hsa-miR-184"	29.7408588338327	-1.52739863019599	2.84454330473367	-0.536957418666894	0.591297027488832	0.802898304884501	0	0	0	66.0776720991761	68.5036143051563	49.9900877072767	23.6146377252196
"293"	"hsa-miR-505-5p"	32.6787611426045	0.468843859367868	0.87273557687748	0.537211810529511	0.591121314037953	0.802898304884501	29.5408776109277	21.8174614839066	29.7474826329451	67.7296139016555	22.368527120051	28.5657644041581	28.9816008445877
"294"	"hsa-miR-6772-3p"	10.4997410965428	1.21150914136876	2.11108757256164	0.573879149834931	0.566049583243704	0.802898304884501	32.9494404121886	14.3177090988137	8.05660987975597	0	18.1744282850415	0	0
"295"	"hsa-miR-21-3p"	69.7531768985565	-0.402828929675074	0.736222036456739	-0.547156849058462	0.584270978734033	0.802898304884501	43.1751288159712	61.3616104234872	104.116189215308	36.3427196545469	104.852470875239	21.4243233031186	116.999796002225
"296"	"hsa-miR-331-3p"	9.6249178953727	1.06205924754428	1.95051628328831	0.544501605366652	0.58609634398577	0.802898304884501	0	10.9087307419533	35.3251356266223	3.30388360495881	9.78623061502233	0	8.05044467905215
"297"	"hsa-miR-1287-5p"	8.48420962865669	-1.19493166125073	2.22351562760895	-0.537406459578471	0.590986882335574	0.802898304884501	0	0	13.6342628734332	8.25970901239701	18.1744282850415	0	19.3210672297252
"298"	"hsa-miR-127-5p"	13.564105020163	-0.986108274092092	1.73696828009575	-0.567718066813363	0.570226421793983	0.802898304884501	14.7704388054638	13.6359134274416	0	9.91165081487642	33.5527906800766	0	23.0779414132828
"299"	"hsa-miR-337-5p"	6.73069400602763	-1.50574957084711	2.64239896849688	-0.569841870511947	0.568784954033888	0.802898304884501	0	0	14.8737413164726	0	20.9704941750479	0	11.270622550673
"300"	"hsa-miR-485-5p"	352.012459017292	0.175122820076206	0.335149820588126	0.522521002007096	0.601307627512056	0.808699842218408	363.580032134495	332.034491958203	290.657694892735	495.582540743821	412.419718775941	254.235303197007	315.577431418844
"301"	"hsa-miR-185-3p"	86.7118843114002	0.342231171350851	0.653326949190585	0.523828340121046	0.600397940040871	0.808699842218408	36.3580032134495	107.041920405417	70.6502712532447	168.498063852899	67.1055813601531	49.9900877072767	107.339262387362
"302"	"hsa-miR-411-3p"	60.6075979504552	0.413716444746736	0.796987198558812	0.519100489311318	0.603690667138008	0.808699842218408	132.933949249175	53.8618580383943	29.7474826329451	54.5140794818203	26.5626259550606	101.408463634761	25.2247266610301
"303"	"hsa-miR-548av-3p|hsa-miR-548o-3p"	27.4953563192911	-0.664359221974099	1.28233862278865	-0.518084077144415	0.604399609238612	0.808699842218408	40.9027536151307	24.5446441693949	12.3947844303938	9.91165081487642	88.076075535201	0	16.6375856700411
"304"	"hsa-miR-1306-3p"	23.6988268669117	0.925554321120149	1.79209131764839	0.516466048356664	0.605528945897527	0.808699842218408	15.9066264058841	0	43.3817455063783	59.4699048892585	0	47.1335112668609	0
"305"	"hsa-miR-30c-2-3p"	10.2968234713576	-1.35102365108459	2.67722628131385	-0.504635585163006	0.613814811294793	0.810246195968207	0	24.5446441693949	0	0	47.5331201301085	0	0
"306"	"hsa-miR-29c-3p"	14.8697154118608	-0.777341307774489	1.52957879820461	-0.508206120983708	0.61130879868942	0.810246195968207	0	5.45436537097664	15.4934805379923	24.779127037191	2.79606589000638	35.7072055051976	19.857763541662
"307"	"hsa-miR-29b-3p"	27.4050911781199	-0.639925996506052	1.25114755368316	-0.511471244636352	0.609021118671223	0.810246195968207	10.2256884037827	13.6359134274416	46.4804416139768	18.1713598272734	0	39.9920701658213	63.3301648085436
"308"	"hsa-miR-758-3p"	18.71187680573	-0.832133497740609	1.65296314914939	-0.503419267494754	0.614669527975881	0.810246195968207	0	0	45.8607023924571	9.91165081487642	15.3783623950351	48.5617994870688	11.270622550673
"309"	"hsa-miR-23a-3p"	180.079018736964	0.234244771305698	0.477785272347293	0.490272063336917	0.623941392920702	0.812346607088759	204.513768075653	322.489352558994	125.187322746977	117.287867976038	185.938381685424	119.976210497464	185.160227618199
"310"	"hsa-miR-628-3p"	76.1179150875841	0.312062043157815	0.638038374563062	0.489096041239714	0.624773704018401	0.812346607088759	107.937822039928	60.6798147521151	73.1292281393235	90.8567991363671	27.9606589000638	97.1235989741375	75.1374836711534
"311"	"hsa-miR-1307-5p"	39.7105418587872	0.57230879262202	1.17328161882685	0.487784674573072	0.62570236777358	0.812346607088759	31.8132528117683	81.1336848932775	66.9318359241265	4.95582540743821	40.5429554050925	0	52.5962385698074
"312"	"hsa-miR-19a-3p"	94.278995620905	0.272673217667452	0.54855692967044	0.497073690840561	0.619137086642213	0.812346607088759	149.976763255479	74.9975238509288	89.8621871203551	92.5087409388465	107.648536765246	62.8446816891478	82.1145357263319
"313"	"hsa-miR-4665-5p"	23.0587350131549	0.611757099058646	1.2562070672108	0.48698746809071	0.626267211868921	0.812346607088759	15.9066264058841	46.3621056533015	32.8461787405436	13.2155344198352	0	25.7091879637423	27.3715119087773
"314"	"hsa-miR-382-5p"	662.085883585776	0.132549584234568	0.275560938629297	0.48101732013942	0.630504188943861	0.815237900354164	881.68157792615	532.482419341595	617.260264633612	723.550509485978	542.436782661238	567.030423422538	770.159207629322
"315"	"hsa-miR-431-5p"	30.1962460506187	0.45061627676153	0.942480423599227	0.478117386290822	0.632566658091327	0.815308137095488	39.7665660147104	17.044891784302	26.6487865253467	52.8621376793409	39.1449224600893	25.7091879637423	10.1972299267994
"316"	"hsa-miR-136-3p"	72.5632654389052	0.307622216510035	0.648902129944091	0.474065660004136	0.635453085605238	0.816436559353566	69.3074436256381	83.8608675787659	81.1858380190794	80.9451483214907	60.1154166351372	105.693328295385	26.8348155968405
"317"	"hsa-miR-3177-3p"	41.1342274615529	0.415512171425885	0.911535123340103	0.455837806779557	0.648506615147657	0.830579450315296	12.4980636046233	67.4977714658359	87.3832302342763	16.519418024794	22.368527120051	41.4203583860292	40.2522233952607
"318"	"hsa-miR-452-5p"	26.3363842381889	0.550297102152724	1.21663406247756	0.452311109087392	0.651044874024501	0.831208235389772	13.6342512050436	34.7715792399761	19.2119158671104	54.5140794818203	39.1449224600893	0	23.0779414132828
"319"	"hsa-miR-96-5p"	7.90178518876207	1.11951769244198	2.55309888746939	0.438493666632566	0.661028460249458	0.841308949408401	31.8132528117683	9.54513939920912	0	0	0	0	13.9541041103571
