"logFC"	"logCPM"	"PValue"	"FDR"
"hsa-miR-1307-3p"	-0.799986511170451	11.5710995843896	0.000814126277839778	0.00835932224867385
"hsa-miR-145-3p"	1.89517246070993	7.06561444855681	0.000817976640085031	0.00835932224867385
"hsa-miR-30c-5p"	-1.47959607052317	10.5443980668842	0.00120221704019608	0.011993546186718
"hsa-miR-21-5p"	-0.719662742495914	17.0378378349164	0.0013913981531134	0.0135580424687097
"hsa-miR-29a-3p"	1.13230270528811	8.42936366436758	0.00160409993615082	0.0152754062101635
"hsa-miR-193a-5p"	2.83929095060072	6.46115387412834	0.0017083552986034	0.0158060833631052
"hsa-let-7a-5p"	-0.737845312734179	15.5545461480408	0.00176869817534712	0.0158060833631052
"hsa-miR-92b-3p"	1.09891747278641	8.48349762481595	0.00177299741781848	0.0158060833631052
"hsa-miR-155-5p"	-1.27219900802165	8.40691774653099	0.0018735302924585	0.016354358177919
"hsa-let-7f-5p"	-0.775699360889545	15.5145344445165	0.00225679923331394	0.0191846350297319
"hsa-miR-146b-5p"	-0.649611259060394	13.0476526790696	0.00232084949157928	0.0191846350297319
"hsa-miR-130b-5p"	-0.878188245992863	9.8511978657288	0.00233512264085042	0.0191846350297319
"hsa-miR-191-5p"	-0.77349712594597	12.4188793218489	0.00309545550782361	0.0249422280341941
"hsa-miR-152-3p"	-0.848935418634482	9.62196790610681	0.00339139607964612	0.0268112256107873
"hsa-miR-30e-3p"	-0.791291316120916	10.4087620435776	0.00345824487503942	0.0268334185674355
"hsa-miR-223-5p"	0.768182765675127	10.8023396446473	0.00367170414014216	0.0279717097221739
"hsa-miR-454-3p"	-7.64788714004618	3.81575726200084	0.00395302653831098	0.0295771092777197
"hsa-miR-1301-3p"	-1.04941816958028	8.45959321403693	0.00506423970841729	0.0372266041724008
"hsa-miR-17-5p"	-0.977869697695452	8.83872003223325	0.00550650257996979	0.039779734155299
"hsa-miR-1246"	1.48623656078601	7.8030052743108	0.00575119187361481	0.0408432100855018
"hsa-miR-224-5p"	-0.710327727816842	10.5745058630218	0.00703487641698278	0.0487612838595765
"hsa-miR-199a-5p"	-0.714706733641931	10.4469513111122	0.00709889812752784	0.0487612838595765
