"Row.names"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"E18_Double_KO_1"	"E18_Double_KO_2"	"E18_Double_KO_3"	"E18_WT_2"	"E18_WT_3"	"E18_WT_4"
"78"	"ENSMUSG00000000826"	-0.793073630890795	7.206198982697	-5.84294379598968	0.000440874623104772	0.00217137539385141	-0.255904862317814	7.66944782413685	7.59624271899028	7.54240546414854	6.93849053857546	6.78452688715879	6.70608046317208
"79"	"ENSMUSG00000000827"	-1.12973702819885	6.67240145009	-6.75870836939392	0.000169065534968439	0.00113104609815806	0.782821402514708	7.29783630209688	7.30607692503852	7.10770900615852	6.11345454254646	5.85585002575388	6.35348189894576
"80"	"ENSMUSG00000000838"	0.835242367981996	5.9507735789317	4.52112343913999	0.00212936003389606	0.00686053804537257	-1.96222235547952	5.42792306704329	5.84258386405554	5.32362962152459	6.51248709753052	6.43463880787045	6.16337901556582
"82"	"ENSMUSG00000000881"	0.99576241490009	6.06002150256793	4.38211822657729	0.00254956585151499	0.00787049767167498	-2.1566113394364	5.59568441188591	5.14575819563975	5.95061059290885	6.74890963851532	6.60408673225511	6.31507944420265
"83"	"ENSMUSG00000000901"	1.48986112734996	4.36694983035928	7.60560954427026	0.0000756337715063367	0.000661922830262107	1.8250049442503	3.58159305269098	3.75971915322228	3.50682415514838	4.93600215764498	5.03742033095878	5.38014013249029
"85"	"ENSMUSG00000000915"	-0.737204015457129	7.21777857890122	-4.72986764613031	0.00163347980812644	0.00562733252653766	-1.67838765819835	7.54168864844351	7.56468299958606	7.6514947414198	7.03635268297745	6.90461503517267	6.60783736580783
"87"	"ENSMUSG00000000934"	2.5016439425462	2.75671884325346	8.94458222332774	0.0000242586816616649	0.000326794474978872	3.2626306662511	1.23276077410195	1.31691501453771	1.99673527374387	4.02809234967271	4.0826003142629	3.8832093332016
"92"	"ENSMUSG00000001016"	1.17197143747424	5.88462767213853	7.5651053261696	0.0000784726529875512	0.000675957061401466	1.63623284634568	5.33808389210274	5.10947293466724	5.45435673525425	6.53777178048388	6.31463001285838	6.5534506774647
"95"	"ENSMUSG00000001025"	-3.70693668884726	9.42340411792683	-5.24321894141554	0.000874151471338439	0.00356047256553172	-0.803449150155282	11.3824033033896	11.041729773914	11.4536631828924	8.04004392563815	5.99934161934341	8.62324290238339
"101"	"ENSMUSG00000001056"	1.21803060561765	5.55327475896049	7.30579180981442	0.000099722677846628	0.000784872582567291	1.3915539275411	4.93841348812596	4.83678248703698	5.06356678222208	6.34115697833902	6.23102123517918	5.90870758285969
"103"	"ENSMUSG00000001065"	-0.666043461178967	4.63452458995779	-4.40077804846183	0.00248825147064691	0.00772073906855454	-2.05641619978901	5.06773367308476	4.7895120024766	5.05403614448396	4.24245152046341	4.31325719417939	4.34015700505859
"106"	"ENSMUSG00000001098"	-1.1252745530754	7.52688704918771	-6.72793717210225	0.000174325096741074	0.00115516764233075	0.771251223888364	8.37759893026821	7.929520270328	7.95461785908419	6.95511991786702	7.06362041272548	6.88084490485337
"109"	"ENSMUSG00000001119"	-1.68888029066338	9.56673889813229	-6.7932428415611	0.000163371618727964	0.00110917949136549	1.00073475069296	10.7298611951389	10.1676928004196	10.3405412709931	8.52375436978508	8.5039695330111	9.13461421944593
"115"	"ENSMUSG00000001150"	-0.577638935546652	5.54299678553441	-4.33162592356614	0.00272386646071799	0.00830987077232539	-2.2242543032136	5.92731326785581	5.74571501452135	5.82455429836119	5.2635343628643	5.31928784915107	5.17757592045272
"117"	"ENSMUSG00000001155"	3.51528200949622	3.44100301032802	6.83563284896524	0.00015667173612631	0.00107236079032603	1.31565836320276	1.29910326893065	2.57691536028187	1.08361272442384	5.57982212110071	5.46388616137436	4.64267842585672
"124"	"ENSMUSG00000001227"	-1.08427390252047	3.26418196563575	-4.28548465090633	0.00289450518599736	0.00867718935657201	-1.95321764618433	3.83179846003483	3.79060371273746	3.84749331997588	2.98846957753912	2.97419672164439	2.15253000188282
"125"	"ENSMUSG00000001228"	4.28985431270005	3.67112068012919	15.8416601340189	0.00000036395405269849	0.0000478991175431164	7.2549550201559	1.05218852846013	1.62176959606613	1.89364178077977	5.73985963546636	5.83763106172668	5.88163347827606
"126"	"ENSMUSG00000001229"	-0.633482676632305	5.93009497339849	-4.51170651335805	0.00215530496558857	0.00692775615760595	-1.98151018423598	6.30567362028744	6.11078467445231	6.3261063518168	5.67188056634837	5.6812499147705	5.48487471271552
"128"	"ENSMUSG00000001247"	-1.09516566872301	7.00112778661549	-6.7101153808465	0.000177454223697138	0.00116697758619806	0.733552968599453	7.65922287440875	7.70446175945363	7.28570473754836	6.49230493866622	6.31956137176841	6.54551103784757
"129"	"ENSMUSG00000001248"	-1.07879517446915	6.50975320714123	-6.46506471864054	0.000227450630716255	0.00138930070416682	0.458360789475628	7.25199172405536	6.90162492048612	6.99206383401997	5.8390840143692	5.86861732182776	6.20513742808896
"130"	"ENSMUSG00000001249"	1.6506339336457	5.8230418172157	4.87578286126332	0.00136229752327639	0.00493856602144513	-1.45529314904836	4.41395688787929	4.99100340573185	5.58583750482595	6.95690626081729	6.90716525434334	6.08338158969648
"145"	"ENSMUSG00000001403"	5.00355516696723	4.02581395390197	14.6936996881631	0.000000639803852232692	0.0000567615320988018	6.76192182986105	1.48158132071605	0.831488187367471	2.33252602201298	6.60025356817078	6.50125934094146	6.40777528420311
"150"	"ENSMUSG00000001420"	0.895232613350544	4.14972221334397	4.72176804536171	0.00165017316652725	0.00566793868925796	-1.50660348896924	3.74521077503874	3.52800575980093	3.85848533536615	4.75277089973957	4.65244235124888	4.36141815886952
"151"	"ENSMUSG00000001424"	1.12961795431466	6.60533003544885	5.86058019924636	0.000432396669759797	0.00214154793934845	-0.232532954734741	5.98890497934218	6.21203837962069	5.91156368877703	7.21266984857463	7.47190629557661	6.83489702080196
"153"	"ENSMUSG00000001436"	2.14849474140556	2.66610054591537	6.76291524134845	0.000168360271150094	0.00112786194532702	1.26477628440632	1.66885988890863	1.34096048850436	1.82805343915219	3.69293430072999	4.03808532061835	3.42770983757871
"154"	"ENSMUSG00000001440"	1.1861703998554	7.76879933846367	8.63620874325052	0.0000311112509396606	0.00037179732875822	2.67481226564934	7.22291480459169	7.24008017842542	7.06505027339741	8.33284072182641	8.36074455027751	8.39116550226357
"157"	"ENSMUSG00000001467"	2.81322605596361	6.33919724420813	10.2678221301417	0.0000090051906517467	0.000191442993109777	4.01973358917247	4.29707558758367	5.3327399816994	5.15556256630286	7.84548660701426	7.5238682662026	7.88045045644602
"160"	"ENSMUSG00000001482"	1.29711627431989	5.42237368710046	8.15318984906974	0.0000466426832327335	0.000490833985395476	2.22939637562412	4.60636804688467	4.70402727818521	5.0152712251813	6.14435364050373	6.10085643917249	5.96336549267539
"161"	"ENSMUSG00000001506"	2.59367264809147	11.6852664802222	6.56676967929352	0.000205016646635654	0.00129420648152453	0.925061376826363	10.4139276500862	9.7745200658666	10.9664343926994	12.5929532548721	12.8017887718335	13.5619747459753
"162"	"ENSMUSG00000001507"	-1.69477891872897	8.09928879094845	-9.28931137302752	0.0000185240340446772	0.000283644156056715	3.24743991254203	9.09125379120292	9.11803235973382	8.63450939241497	7.33893257707625	7.33168092566369	7.08132369959908
"163"	"ENSMUSG00000001517"	3.47921091009064	3.90739345276241	9.85676329002119	0.0000121000306601705	0.000226266220816175	3.92500672064746	1.83459709338751	2.10157735073522	2.57837741617342	5.80180046274633	5.93510262946996	5.19290576406204
"167"	"ENSMUSG00000001525"	1.49492884265785	8.59437298219088	8.18037888396571	0.0000455679853498504	0.000483671335757779	2.31346738199656	7.97708019011597	7.54960801428614	8.00680513236146	9.29710610578821	9.335777137629	9.39986131296454
"168"	"ENSMUSG00000001542"	-1.1147832199244	4.27211303208612	-6.04719624573361	0.00035293330227065	0.00187121241392552	0.116177152055172	4.71059045343264	5.04689270709001	4.74015366914813	3.76403801092907	3.88682074525489	3.48418260666201
"169"	"ENSMUSG00000001552"	-0.840413231071691	7.43059814781749	-5.58822166366693	0.000586201309986643	0.00268845832374553	-0.557819443877351	7.97105176573473	7.93496114262049	7.64833136881426	7.10280433230729	7.0185066034154	6.90793367401276
"170"	"ENSMUSG00000001555"	1.69781583872996	6.47668132568161	5.79947772613408	0.000462563732519942	0.00224878189949007	-0.297060977945427	5.63795230387053	5.53388498703078	5.72146080539709	6.78354616981828	7.17573993564358	8.00750375232939
"173"	"ENSMUSG00000001583"	-1.73285748904721	3.54253986896736	-6.7192415292069	0.000175844144417787	0.00116005810248206	1.0162431200578	4.64514381993482	4.47602313276087	4.15890085172808	2.61588421988454	3.0864629538953	2.27282423560053
"174"	"ENSMUSG00000001604"	2.69570321521372	4.1731333348883	5.1779674314546	0.000944502011686811	0.00375956639184831	-0.790218502709107	2.80636341265856	1.77082540546085	4.02384050390647	6.03951718312951	5.38558116587457	5.01267233829986
"175"	"ENSMUSG00000001627"	-1.12097598023544	5.74547708446299	-6.01746305088085	0.00036443295623814	0.00190882087960098	-0.0463917513437542	6.36495049795542	6.13161191193648	6.41720373683678	5.10179552516116	4.93688659784479	5.52041423704331
"178"	"ENSMUSG00000001642"	1.43765899636573	4.09730490540507	7.73141413845983	0.0000675210066637383	0.000618202269470782	1.98067503475782	3.47082826441917	3.12600082467443	3.56837024281804	4.89186272891141	4.82574117752955	4.70102619407783
"179"	"ENSMUSG00000001657"	1.61420768504468	4.16593055421054	7.00439627145569	0.000132867062364743	0.000955133703909183	1.25317558613635	3.21138712330939	3.53323292146448	3.30466621755199	4.84053614840311	4.77558268590775	5.33017822862654
"183"	"ENSMUSG00000001670"	-8.64650097923222	-0.148094064160642	-14.0170373853417	0.00000090996681622855	0.0000639021146884452	5.97162315725141	4.1110822175137	4.54492524603744	3.83641691208682	-5.70152839388033	-4.46043150599234	-3.21902886072914
"184"	"ENSMUSG00000001672"	-2.04793731144737	5.04655988891235	-7.89644894398147	0.0000583117123245502	0.000565547456192489	2.01224922252858	5.59568441188591	6.36057418989612	6.27574539069653	4.18264212522811	4.20845347827391	3.65625973749355
"186"	"ENSMUSG00000001687"	-0.587346536051352	5.85986743787981	-4.40911979657943	0.00246136146600963	0.00764816950451347	-2.1233056006846	6.14586137556172	6.06550252834544	6.25093311233889	5.54936214184301	5.65026929007453	5.49727617911528
"187"	"ENSMUSG00000001700"	1.7664169863309	4.08943708033075	9.89246664668916	0.0000117885412429032	0.000222038882794319	3.86152212344069	3.0181266923865	3.245464491276	3.35210156034974	4.88999395269041	5.06508930310273	4.96584648217914
"194"	"ENSMUSG00000001761"	1.32497734807859	5.2172921296497	9.54072264014663	0.0000152977013514385	0.000253480914314916	3.45285415626538	4.64514381993482	4.440297430043	4.58666402735838	5.85162088171822	5.87235100672972	5.90767561211405
"197"	"ENSMUSG00000001768"	-2.49306863084671	6.22269837309729	-9.57692601138227	0.0000148872219104707	0.000250052417129506	3.44386308779019	7.2696777690146	7.93224327138513	7.20187967207509	4.87117183260696	4.66627296685085	5.39494472665108
"202"	"ENSMUSG00000001794"	-1.30606102171429	8.04923279741509	-7.43969066964527	0.0000880438845753799	0.000724024914784238	1.54854184355504	8.96810773269627	8.39067405315521	8.73540994629096	7.34815001640607	7.43021277762675	7.42284225831527
"212"	"ENSMUSG00000001891"	0.824441106355643	6.79566849249514	5.60468533704985	0.000575358557507749	0.00264690394796817	-0.545810618296254	6.45044767848165	6.35468112051906	6.34674471184926	7.41951939480659	7.10989859503846	7.09271945427582
"220"	"ENSMUSG00000001946"	-1.67487703952381	4.73314806227821	-5.34808301165645	0.000772854200307262	0.00327335948164257	-0.780799283609444	5.90085319482376	5.16103393290591	5.61042949300835	3.56291420634627	3.56378473142848	4.5998728151565
"230"	"ENSMUSG00000002017"	1.20866034328026	5.39372592276712	7.54802180127802	0.0000797054538898278	0.000683743897766122	1.64567973318258	4.67667939336793	4.69472703620614	5.00294042327058	6.0319106890191	6.11605284080451	5.84004515393442
"231"	"ENSMUSG00000002028"	-0.938824057647172	6.27739782133576	-6.13947620049142	0.000319723754830737	0.00174588649105839	0.0868846417524711	6.81524593696767	6.70894375396566	6.71429352545083	5.73882172532023	5.63979278988185	6.04728919642831
"235"	"ENSMUSG00000002055"	4.71942809036926	2.54733389710506	13.5384011602677	0.00000117883350176481	0.0000682125498960228	5.95673893426339	0.249634592666351	-0.292500529907982	0.64971619789368	4.99282949334112	4.8318901268097	4.85243350182748
"238"	"ENSMUSG00000002064"	-0.700416157327593	5.78215371698261	-5.04343231911834	0.00111001287111082	0.00424294258122763	-1.26014311632431	6.13000119967675	6.23467569536515	6.03053798183461	5.34627716012726	5.38975533165344	5.56167493323847
"239"	"ENSMUSG00000002068"	3.57879864551604	2.69581150201161	12.0605639708049	0.00000277557405187993	0.000100200150754846	5.34315551494298	0.604729551488912	0.991952859560718	1.12060693190604	4.37662241385432	4.62614705999839	4.4548101952613
"246"	"ENSMUSG00000002109"	-1.0652462998853	5.01369719317141	-8.02129775908784	0.0000522740426165896	0.00052884291976982	2.10524746981655	5.4753184486877	5.59514970900389	5.56585756576914	4.5188499338149	4.44144101484956	4.48556648690326
"247"	"ENSMUSG00000002129"	1.01606597862606	5.58757607851902	6.16633283796647	0.000310719793145041	0.00171929414014315	0.145719580409358	5.0242684430027	5.34319433933656	4.85985346732349	6.10058402470574	6.1777026836342	6.01985351311144
"248"	"ENSMUSG00000002147"	-0.759400724912092	6.16390610485842	-5.41837797485605	0.000712207819507151	0.00310474830164187	-0.784927770410085	6.72234904258677	6.45655234655695	6.45209084026845	5.72526050071523	5.80674532147375	5.82043857754939
"254"	"ENSMUSG00000002233"	-0.6789636957611	7.39325251190244	-4.81854469852663	0.00146231072453744	0.0052049450883313	-1.55264356350877	7.79617017318873	7.66303761443787	7.73810927003632	6.92166724157261	7.03392409754051	7.20660667463862
"256"	"ENSMUSG00000002250"	-1.08196769544366	4.29157540100082	-4.21845834496388	0.00316338344687057	0.00928936644851563	-2.25617792479153	4.82759030428245	4.39794521923655	5.31168176822014	3.61362116837597	3.91315870871752	3.68545523717228
"261"	"ENSMUSG00000002289"	-2.15796157158933	4.68553331320755	-5.71837339155046	0.000506255024909874	0.00239905811029533	-0.292918138399767	6.28842600579543	5.52735103093065	5.44162163958918	2.93871654234202	3.48793572559234	4.42914893499568
"262"	"ENSMUSG00000002297"	1.94590742369804	5.03556374613606	6.78546300168586	0.000164635494885509	0.00111367289546171	0.923759924736355	3.27045306417391	4.47058412522211	4.40741323364397	6.08269746654592	5.98354803660891	5.99868655062153
"268"	"ENSMUSG00000002325"	-1.5029469916886	5.75971699834537	-10.5130290228031	0.00000758737476782065	0.000174702715010604	4.16845339856865	6.37939683068893	6.62697401883376	6.52375382334634	5.00150999510609	4.89785338918806	5.12881393290901
"277"	"ENSMUSG00000002393"	0.756643020565028	5.39464952053255	5.13401586493096	0.00099538458016781	0.00390971419720616	-1.11543922954701	4.98701951398008	4.97764502287683	5.08712151020098	5.90718846014024	5.81995263810328	5.58896997789389
"280"	"ENSMUSG00000002409"	-1.13973901613071	4.47772180384615	-6.04442099733887	0.000353989495057583	0.00187362667842602	0.0836964673146703	5.07957852649164	4.94859649036634	5.14886273209059	3.94413003852838	4.17498432098173	3.5701787146182
"283"	"ENSMUSG00000002428"	0.752707790692173	4.74018195190315	5.37032537558404	0.000753071508423094	0.00322209237575099	-0.753133115441984	4.43254857610623	4.35431200319815	4.30667414416824	5.09856259374467	5.17800440799813	5.07098998620348
"287"	"ENSMUSG00000002477"	1.16263236019789	6.12859845167092	4.75716999650339	0.00157855460156703	0.00548720568120776	-1.63764815547666	5.63313796667467	5.24626046097393	5.77029514595779	6.72552249927055	6.27399586928671	7.12237876786185
"291"	"ENSMUSG00000002504"	-0.894789079577423	5.10932583112109	-4.95820774857143	0.00123118950572875	0.00458312828179801	-1.34232364044745	5.57909199160653	5.26051332702711	5.83014885715439	4.62826794434037	4.58487311831327	4.77305974828485
"297"	"ENSMUSG00000002602"	-1.85885138508824	7.12771175927895	-4.66607481967938	0.00177012948527972	0.00597294115486216	-1.75409269327445	8.21071406752816	8.06696747949897	7.89213819018938	5.31318953597968	6.21758169451445	7.06567958796302
"298"	"ENSMUSG00000002603"	-0.734661754190317	5.76752564482903	-4.65791977206271	0.00178847979273368	0.00600220284217305	-1.77629919550994	6.10472035294529	6.00565018169625	6.29306609005279	5.30899971200616	5.27822375657808	5.61449377569563
"303"	"ENSMUSG00000002658"	-0.782179924162834	6.07905168246082	-4.45544265878361	0.00231767397922328	0.00731315822821985	-2.06224569295464	6.65665527354873	6.16819163493523	6.58542406592331	5.60624163801037	5.60161463172815	5.8561828506191
"306"	"ENSMUSG00000002718"	1.67189245975745	5.27271307433063	7.8240534098471	0.0000621668871472772	0.000593525367924923	1.94308579658141	4.45090372243704	4.72929806037058	4.10914781653098	6.14356956709265	6.35468489590852	5.84867438364402
"312"	"ENSMUSG00000002748"	0.817567946892612	6.54356772885571	6.2810118735778	0.000275307680467744	0.00159020775212396	0.255092519982876	6.19569079283151	6.07180251670118	6.13819061576838	6.90926577517285	6.90315574053224	7.04330093212806
"316"	"ENSMUSG00000002771"	-3.01809062166878	4.17817329506429	-9.25829295260676	0.0000189724025203753	0.000286873332591196	3.36385362432681	6.24596027185681	5.54298309401756	5.26287559044549	2.52247328031778	2.63056302622825	2.86418450751984
"320"	"ENSMUSG00000002812"	-0.642910466415372	6.84857432613551	-4.48110156655718	0.00224203190677738	0.00712638512221476	-2.02797207490305	7.23567504291952	7.27208869440909	7.0026307988374	6.4138404439399	6.61838644396964	6.54882453273749
"322"	"ENSMUSG00000002820"	-1.03619266578312	5.34697286293138	-7.44500890991526	0.0000876125610845445	0.00072278990097137	1.52249787460748	5.73999576017549	5.89428036741931	5.96339485946972	4.88061358777845	4.87421423188976	4.72933837085554
"324"	"ENSMUSG00000002833"	-0.777465120361698	6.24936612866333	-5.48749522414478	0.000657647687341634	0.00293835969286247	-0.699162062083833	6.71401412158334	6.45930099238174	6.74052506702401	5.79981122418107	5.84220741779521	5.9403379490146
"325"	"ENSMUSG00000002835"	3.87382791982983	3.51305030188287	14.9526429569434	0.000000561366423053765	0.0000556944941201251	6.88029858889487	1.48158132071605	1.88970280131277	1.32462082392763	5.5254857997688	5.51446103480013	5.34245003077187
"327"	"ENSMUSG00000002845"	1.00142253324687	5.05406759131047	5.50411576188739	0.000645225276285625	0.00289780008533116	-0.609241771326612	4.51162014709743	4.45689621380704	4.69794014440404	5.25774911184017	5.65980637134962	5.74039355936453
"330"	"ENSMUSG00000002870"	3.52163623674986	4.89059422592398	13.9002610778681	0.000000968549667532741	0.0000639021146884452	6.449499339268	2.88406576965181	3.21326013978479	3.28035055700012	6.74787822110525	6.92489167018353	6.29311899781838
"331"	"ENSMUSG00000002871"	-1.35980139190489	6.51073093220955	-7.44093426892991	0.0000879428138882495	0.0007239441298465	1.49729220261209	6.97913677640991	7.05122615525794	7.54155318526338	5.87448348032645	5.91279617698024	5.70518981901936
"333"	"ENSMUSG00000002885"	-2.233495298982	6.154142596066	-12.4148292545809	0.00000224149561589023	0.0000885463188227544	5.4770339576948	7.13142439703089	7.42262548521659	7.26623279871452	4.88437305581044	5.3549517898212	4.86524804980235
"334"	"ENSMUSG00000002897"	-1.29977315865602	4.92545333035393	-6.57740188348931	0.00020281685305898	0.00128578464710623	0.641824836485592	5.29199388088227	5.6162384900929	5.83433058483835	4.21882446153475	4.51206969488433	4.07926286989098
"335"	"ENSMUSG00000002900"	1.23015977375627	7.71043644603403	6.7617033965425	0.000168563096022533	0.00112849356686818	0.834573848608949	6.97406912670879	7.09562717563091	7.22382833165314	8.07706213199541	8.25331298890754	8.63871892130836
"336"	"ENSMUSG00000002910"	-1.55644401865993	3.88424706516837	-6.47466767964651	0.000225220059037497	0.00137985442181076	0.680714333521889	4.74669732338344	4.29091980600477	4.94482050470533	3.21435098495544	2.85848783902269	3.25020593293852
"337"	"ENSMUSG00000002944"	-1.49934062027514	4.54038827581158	-6.48018898673812	0.000223948563215697	0.00137611891947612	0.582193408180023	5.40174252932506	5.33423810752549	5.1079968830508	3.40438011469083	3.6910079246048	4.30296409567253
