"","E18_Double_KO_1","E18_Double_KO_2","E18_Double_KO_3","E18_WT_2","E18_WT_3","E18_WT_4"
"ENSMUSG00000002881",5.43899947493235,5.82351012994395,5.19512103964083,5.07901137359163,5.4359008979176,5.52849281181128
"ENSMUSG00000043015",2.54446902667144,2.49355961378639,2.95125250394986,3.32913874236661,3.54893059721135,3.48971018063044
"ENSMUSG00000041439",5.4699285481188,6.16735139318703,5.00541502943629,3.8740108529542,4.35014012874881,3.84490544502496
"ENSMUSG00000026102",2.79491339191502,2.95737262785057,3.3752468969976,3.81219920207211,4.06182306887789,3.80111771238264
"ENSMUSG00000041426",2.87321838741481,3.04780609429423,2.82245073292282,3.61814372706667,4.00309286727884,3.46185805999055
"ENSMUSG00000043629",1.69373455754766,1.54103832395328,4.14550111105689,4.36859255059649,4.61192444286779,4.12260114860077
"ENSMUSG00000026097",3.73924921680003,4.09981689287078,3.5949033132643,4.19480401002961,4.47129094259612,4.35234457524406
"ENSMUSG00000026094",2.06177457728933,2.8525498028953,2.668575225145,3.49568829922972,3.86299861406026,3.533184507136
"ENSMUSG00000041303",3.45636503510721,4.11034756036295,3.66544912415828,4.17652251884821,4.29111255309676,4.26800721930276
"ENSMUSG00000073678",4.5393318282194,5.29323243547281,4.90296240875625,5.16652245986483,5.38558116587457,5.12526704718668
"ENSMUSG00000052331",5.0701104364574,5.6988032711222,5.07774571739184,4.50181960909943,3.97002104567319,4.14379166480512
"ENSMUSG00000025982",9.05226366687013,8.43777363774286,9.03000636467353,8.1590736540897,7.98604874888058,8.32158354752039
"ENSMUSG00000025981",5.58907032561535,5.27774441725704,5.51118407095039,4.32222595941909,4.33938974337986,4.39715237060274
"ENSMUSG00000025980",5.8602302846373,5.98672311402514,5.78477288954165,8.16565380251341,8.29438642007983,8.21340864405569
"ENSMUSG00000073676",4.27664047197488,3.9436976909535,4.12288787315728,5.53985897011861,5.54097668840047,5.54052648247717
"ENSMUSG00000025979",6.19023842413135,6.12643322241209,6.06771671945228,5.53269028435814,5.42881893048045,5.85404155888517
"ENSMUSG00000048495",4.57992616048834,4.27540680663344,4.75493550994818,4.39518676060821,4.44345033974384,4.29982096797855
"ENSMUSG00000025971",4.28484928525041,4.61562261173099,4.22833717174101,5.00496762418086,4.69354267496264,4.98162457563833
"ENSMUSG00000038305",5.13738654186561,5.15595997090831,5.41394761251851,5.96425163444915,6.02640351557071,6.30492507876756
"ENSMUSG00000054770",3.61453272651927,3.73724681348607,3.39047337122226,4.89559303490924,5.00649464919188,4.88844978589748
"ENSMUSG00000026039",-0.132236042677294,-0.220350744152147,0.431536027844147,4.65492357634143,4.86224779695203,4.47445809677018
"ENSMUSG00000051223",7.71686098504917,7.91407557606878,7.46540846709267,7.78518095190923,8.00657959105307,7.88281553081321
"ENSMUSG00000026034",8.51107356817788,8.23998027917386,8.72456186090466,7.23970265642272,6.93849028545116,7.64407330756478
"ENSMUSG00000026035",3.5341762716636,3.55395421183856,3.49278321667069,3.91502044989866,3.69775738739901,3.96485459830309
"ENSMUSG00000026036",4.26008138010147,4.66169578047889,4.41487868389054,4.73622367844327,4.54050744297728,4.449147008241
"ENSMUSG00000026037",3.94490335530428,4.45689621380704,3.81400566466656,4.40307035968404,4.27991144837619,4.52378580913375
"ENSMUSG00000038174",4.73476182580771,5.00612019148731,5.03478388159305,4.70892295762367,4.28664254164816,4.24857668935386
"ENSMUSG00000026032",5.80992298772091,5.65631592946824,5.78621270507122,5.37328206728013,5.0493434983346,5.62206368396429
"ENSMUSG00000026031",5.326201642031,5.52996816550938,5.5370704420165,5.32291873016032,5.30278086082206,5.62583379510168
"ENSMUSG00000026029",5.30416003906007,4.88255314753941,5.33547933940233,4.70892295762367,4.68167555131021,4.97375709852198
"ENSMUSG00000026028",6.21084870380663,6.13333401902355,6.10626875941727,5.78580922132685,6.08485477733719,6.03221682906998
"ENSMUSG00000026027",5.96100143619968,5.92343686929117,6.12345754544144,4.72787834763365,4.80087990463641,4.63272018068692
"ENSMUSG00000026024",3.60800468352177,3.55908836331,3.92796185396365,5.45897335367536,5.46981302369526,4.85671767733176
"ENSMUSG00000041075",3.76881367434216,3.41361909730546,3.89096764648144,5.14787670706743,4.84714880993506,5.43703841299646
"ENSMUSG00000026021",5.75632273015897,6.1782365496027,5.86053704707609,6.02341172458203,5.75994682170289,5.97720440014045
"ENSMUSG00000026020",5.58408978542988,5.6370234391722,5.71240146610962,6.72185018263816,6.32828682669812,7.10897280142012
"ENSMUSG00000067336",6.39275079748655,6.75497298238244,6.16721292604178,6.12223688590933,6.01563959496762,6.68575626900246
"ENSMUSG00000041040",5.79563168669754,6.10113743762283,5.61042949300835,4.80725676818418,4.91677902439621,5.38756141964139
"ENSMUSG00000026018",4.98701951398008,6.24347264360231,4.87887232144943,4.01443359637482,2.8941852076012,3.37492242321927
"ENSMUSG00000026019",3.02794098221346,3.06955567768469,3.10684503066156,4.10421547827129,3.93902445208764,3.94084247604925
"ENSMUSG00000073664",5.2590400989008,5.44377129408814,4.68564873850394,5.00841698635217,5.12890753775414,4.88844978589748
"ENSMUSG00000049439",4.57658658714321,4.75637053653696,4.21128887833926,4.54521220461281,4.63672275823658,5.03552739118035
"ENSMUSG00000026782",4.54275865890633,4.30931786669815,4.33842662345267,4.86737776062176,4.67826693769649,5.00110758666694
"ENSMUSG00000026014",6.61493975009113,6.77827408174613,6.54006048462232,6.01142842781722,5.99318209605529,5.87214202929876
"ENSMUSG00000052062",2.5028499374697,2.66527123470272,2.75346412273151,3.78831956655897,3.85396291620962,3.84058599556808
"ENSMUSG00000025969",6.01997196448742,6.38101240732112,5.83988743346427,6.74581317149035,6.64569517952304,6.89184590073537
"ENSMUSG00000040865",5.69911918938431,5.52472914008474,5.45616689238117,5.69239828176009,5.59439888656582,5.71584143046289
"ENSMUSG00000084799",2.78337177003233,2.87742447153433,2.96148442656082,3.51521746431498,3.8234285480615,3.22391463511959
"ENSMUSG00000025968",5.71287380137573,5.94124203922718,5.84818277998465,6.52819169935708,6.70970220359369,6.30492507876756
"ENSMUSG00000025967",8.20774888609388,8.29544523214152,7.87904100838805,8.27082321656031,7.98914706311036,8.81281016156045
"ENSMUSG00000027520",6.90851029966602,6.21285300134808,5.17547738462182,5.06417209377077,5.1524369912987,5.7599675353598
"ENSMUSG00000025964",7.14445235597429,6.81468300750524,6.57296548210187,5.86023686974738,5.68295170799748,5.683647725922
"ENSMUSG00000025962",3.13170886810366,3.25181998631583,3.04082785792704,4.12977884992172,4.20608840390672,3.7234856446101
"ENSMUSG00000025959",6.85023904322765,6.68331070259582,6.51248948051696,5.28644613041582,5.11636773659118,5.16034950634212
"ENSMUSG00000097272",6.00514327677306,5.89224768650413,5.77029514595779,4.67893267120864,4.30444008474375,4.57928092172546
"ENSMUSG00000025958",5.21031008328856,5.38137475695027,5.0201741867087,5.57284975936603,5.41249983060121,5.742710211875
"ENSMUSG00000025956",3.54104626103065,3.51220967089406,3.36757296911218,3.04330544361922,3.13700034669103,3.53852782821031
"ENSMUSG00000070871",4.47262601548157,4.23427455674422,4.5566067935022,3.88155437362261,3.83877651239494,4.1367626860245
"ENSMUSG00000045005",3.62750085914757,3.36167646554446,4.12743896538847,4.98584728955714,5.187626419761,4.75251469322163
"ENSMUSG00000025950",5.40362840546404,5.4493121363896,5.86871483963432,7.60922637833498,7.5548673826968,7.056862833029
"ENSMUSG00000025949",4.3528003921104,4.86192813521116,5.16001189917682,5.18187859250804,5.26805593424956,5.37417549333415
"ENSMUSG00000026005",4.8663971215588,4.91495187140452,4.83780612263315,5.16806544936046,5.18282343557994,5.36066420272961
"ENSMUSG00000026004",4.94101293935335,4.93483771403327,5.19295157300511,4.84053614840311,4.74495449003842,4.94185100111016
"ENSMUSG00000026003",6.88575332984059,6.77496830590777,6.94320801427158,7.64623136933906,7.23058495826213,7.40540107827054
"ENSMUSG00000026000",4.59980287040899,4.51088548994668,4.23678636157683,4.28857556997717,4.28664254164816,4.09747895837397
"ENSMUSG00000026192",4.39132591337972,4.88664300156371,3.99922053713347,5.78781784683877,5.95213834081287,5.85189708425637
"ENSMUSG00000026193",11.7264161130656,11.8005021883776,11.347125826707,11.1027160898379,11.613800568457,11.1945594042131
"ENSMUSG00000039395",4.90684916529609,5.01735473267881,6.23836509057722,6.14042900521922,6.38793062000243,5.15165854607808
"ENSMUSG00000026189",2.04253835842641,1.75301412934439,3.99424572171818,6.18302374010691,6.11794118536847,5.45974731339474
"ENSMUSG00000026188",1.90018543501508,1.29246197081317,3.72070802946512,4.13924952971473,4.09798920727633,3.97671243251731
"ENSMUSG00000026187",4.5393318282194,4.50024805896442,4.5498415054149,5.57284975936603,5.35708516550147,5.50138642417719
"ENSMUSG00000039354",3.98576116672116,3.77744834765458,3.92796185396365,4.36321437086993,4.34369951519098,4.19882365415676
"ENSMUSG00000046330",7.6131072390314,7.16672089057335,7.43727513574225,7.080036233364,6.76858754490118,7.2475574769901
"ENSMUSG00000039323",3.19405724477147,2.60697259413805,3.646548918815,5.87542827082576,5.29167033197125,6.70667392062219
"ENSMUSG00000026185",5.15764312327144,4.54233512857173,5.29761638482475,8.29344371332747,7.35695192190489,8.94958058466732
"ENSMUSG00000055322",9.73798854820503,9.74074597142238,9.44646739833749,7.53732413243533,7.93447771901273,7.68168702983519
"ENSMUSG00000026180",7.7817412989141,8.07011771557442,7.45503581036252,0.131361620284413,-0.212503992548753,1.47027029980675
"ENSMUSG00000006304",8.97144914765182,9.2971266110985,8.80861372765508,7.89151251770908,7.97671368159612,7.68017698674057
"ENSMUSG00000006299",7.64852739266533,7.38770118773975,7.82192436196864,8.05283720579187,7.9479866975424,7.86591236580658
"ENSMUSG00000101503",5.14191264766698,4.85568269238026,5.28545022664696,5.38924566076042,5.33127405514417,5.28479687726661
"ENSMUSG00000026179",3.73326292173429,3.569302176172,3.75051683868117,4.53568156687469,4.4089052869064,4.39125779635188
"ENSMUSG00000006301",8.73672677703787,8.81943764071782,8.53310978536365,6.60538771964221,6.42144720160811,6.74704393409107
"ENSMUSG00000026176",6.88440343964536,6.87253528362542,6.89397569931867,6.99130502112044,7.05148582959029,6.82454531257661
"ENSMUSG00000026175",5.49314072648977,4.06053316522024,6.05582794149452,7.26407554262965,7.25567343150502,6.2143479326459
"ENSMUSG00000033364",3.64035346121963,3.7730364327762,4.06712460163527,4.88999395269041,4.83801297967487,4.96782820644801
"ENSMUSG00000026174",4.78192255339526,5.00799870092054,4.93965417853661,5.89139576174731,5.97036948065638,5.765674406096
"ENSMUSG00000026135",4.07366825587059,3.72815894065811,3.93317014496641,3.2728861959252,3.76998928910004,3.38088398145799
"ENSMUSG00000026171",5.70371864612028,5.18945410535545,5.9102437481169,5.4361032043551,5.41454984166144,5.40521828510706
"ENSMUSG00000033257",5.24016736557031,5.3986613746451,5.60717468048085,5.66752361312106,5.74454712167742,5.61449377569563
"ENSMUSG00000026170",4.5324536505146,4.42631771754797,5.33940771498377,3.52969278683086,3.85698110777253,3.20387688188304
"ENSMUSG00000026167",5.87525849386963,5.61869937775294,4.88694712820576,-0.843547398752756,-0.687842002095411,2.23383010398467
"ENSMUSG00000006538",3.76294905227895,3.93976663936358,5.3433254228655,5.2061134097852,5.32365800028789,4.61005958327574
"ENSMUSG00000026205",9.16926015230526,9.31648873520081,8.55142996857044,6.20798972041629,5.95143252130716,5.5484935254994
"ENSMUSG00000033159",8.30378139550576,8.66683271383254,8.49509619925252,6.34934056941041,6.22051400251761,6.2391726640088
"ENSMUSG00000049339",6.50328971648267,7.19048836953402,6.70366588961336,6.57663063755691,6.77258892048216,6.1814236795473
"ENSMUSG00000026197",5.27972425307254,5.300914535844,5.54219244162458,3.88155437362261,4.02472693776333,3.82754950589119
"ENSMUSG00000033124",3.35864521458506,4.57818032751845,3.12516521386835,3.56759828526909,4.4454568700268,2.91437026468806
"ENSMUSG00000026199",5.46090038948956,4.83466709803498,5.42877312554892,4.94503031627422,4.84258812634496,5.16208143336991
"ENSMUSG00000026200",4.56315044773751,3.82510927480477,4.45526209771941,4.07819096126308,4.14319483899385,4.58445651486681
"ENSMUSG00000026201",5.02671784094402,5.15426467689315,4.93446928511803,4.98058837106975,5.1176266328673,4.92766708730151
"ENSMUSG00000026202",4.71667136882482,4.69005433563261,5.31168176822014,5.09369957214835,5.1425765852707,4.61259507609161
"ENSMUSG00000026203",5.18202103885714,5.26523316234112,5.42323139642672,5.20310622778782,4.95390138030992,5.2080744264237
"ENSMUSG00000026209",6.69565994825234,7.33778993384517,6.90063789098182,6.97464908295227,7.05510408170339,5.96137762458149
"ENSMUSG00000026208",5.80565044252254,5.71038659341074,6.55280522334234,4.4290421689251,4.74332432597696,5.86365244222121
"ENSMUSG00000026207",5.40551181962303,4.75637053653696,5.24832378798699,5.19707299352361,5.36664650783816,5.60688393805583
"ENSMUSG00000033021",5.44450595123889,5.39148377257205,5.56081904478911,5.88390365771263,6.11100513815809,5.765674406096
"ENSMUSG00000032997",5.96866517289785,5.97236305809851,5.98487145195303,5.56818272726245,6.17347190335618,6.33364023678513
"ENSMUSG00000026211",6.16154908786436,6.36277789965386,6.80231238283357,8.14327542966782,8.24253476086339,7.69251293190557
"ENSMUSG00000032968",3.84296056632213,3.79496231134236,3.76227002010685,3.548770024026,3.52256206870197,3.51703476714267
"ENSMUSG00000026213",5.74297807656751,5.78787288655604,5.74534455898683,5.38394406530095,5.42678910947605,5.05616447317307
"ENSMUSG00000006576",4.32122167491537,3.82510927480477,4.16333991689457,4.08146981504009,3.6910079246048,4.58961360718892
"ENSMUSG00000026235",3.65942019302232,3.89580300084919,4.00911899819971,4.91593907141387,4.06182306887789,4.51025198529826
"ENSMUSG00000032908",5.18202103885714,3.29554136374515,3.12516521386835,5.58906649420224,5.39287804941134,5.25427101041218
"ENSMUSG00000026245",3.88136156072343,4.1819854344516,4.13649830467593,5.69025221213284,5.8098638204797,5.26398071643541
"ENSMUSG00000090486",4.77901974549263,5.43820908945028,6.47904948904678,6.22957843914901,5.7165726886686,5.84436622055937
"ENSMUSG00000032883",6.17486124728427,6.81736360106887,6.08653730487172,6.89022768214266,6.50559320780803,6.79191877553617
"ENSMUSG00000079470",3.96036095004448,4.74064006093249,3.63380980698432,4.69614623906794,4.35655211726304,3.95689488133461
"ENSMUSG00000073643",6.18037193022924,5.93533136503582,6.47637618060881,4.46964840377144,4.25266856100552,4.7128905293709
"ENSMUSG00000026248",4.17430901951068,4.30014816395831,3.65287653878701,4.50914294990529,4.42119233100575,4.42049273878169
"ENSMUSG00000026249",4.12943152739259,4.22137887275169,5.05642471297806,4.41351525628138,4.79144535303522,5.09294645373202
"ENSMUSG00000004364",6.86537114424339,7.20938767778935,6.73755120348012,6.69694810756893,6.86730824593443,6.69116412846572
"ENSMUSG00000055980",3.99078798379599,4.39794521923655,3.49982076741062,4.48706045182702,4.37561884906573,5.834625556874
"ENSMUSG00000022591",3.89751130071676,4.09275350034821,3.38288022190003,4.16729416089467,3.88090198806762,5.57603672193048
"ENSMUSG00000026142",5.25277657947823,5.32371840957588,5.20591970563341,3.8740108529542,4.22723577826287,4.06452256244517
"ENSMUSG00000026150",5.35182394872904,5.54168687197089,5.1079968830508,5.87542827082576,5.77837127307616,5.86790348040826
"ENSMUSG00000026159",6.64872617944359,6.67742094123791,6.2086067897421,5.86214456594718,6.01090500783684,6.02366890717887
"ENSMUSG00000045658",3.41208447354652,3.99384989473331,4.06237888998462,5.25484776336934,5.26351379735044,5.683647725922
