"","E18_Double_KO_1","E18_Double_KO_2","E18_Double_KO_3","E18_WT_2","E18_WT_3","E18_WT_4"
"ENSMUSG00000015087",5.55383997514847,5.42420902770962,5.81893796020879,6.30934932912671,6.52327468666701,6.27402598081029
"ENSMUSG00000026933",4.67667939336793,4.36900352568617,4.31866336863124,5.08882010287159,5.19599335728544,5.19121047004688
"ENSMUSG00000036352",4.02058653107431,4.32145417415288,3.86395009584296,4.74865185328443,4.81801795222814,4.89887392836489
"ENSMUSG00000026932",5.0094840775059,4.58070693944425,5.30164907799108,4.9414258296,5.28943792140451,5.01075130600419
"ENSMUSG00000087679",5.26527654250649,4.81763138669207,5.07303487225632,4.65712280701256,4.67655960608789,5.2784238352481
"ENSMUSG00000036327",4.46180575195472,4.78732610048131,5.48127346827691,4.75892750242931,5.3655872603303,5.06729786636141
"ENSMUSG00000026930",5.32818882559709,4.85150399274375,5.32561134579345,4.85017986774036,4.74332432597696,5.16034950634212
"ENSMUSG00000075467",4.23911160625434,4.12080191800011,4.33055377968138,4.5260875495339,4.64023083301286,4.53719385211815
"ENSMUSG00000036281",4.77319654872336,4.40080771033613,4.88156894847919,4.90487681881746,5.51446103480013,4.67457604412915
"ENSMUSG00000085767",4.3528003921104,4.51353263755338,4.03841330499374,4.33876132714539,4.3650573447905,4.21225979356245
"ENSMUSG00000026927",6.60677738013777,6.25696328959179,6.74052506702401,5.8390840143692,5.71574164311515,5.93122616057304
"ENSMUSG00000026926",6.36398224621378,6.35468112051906,6.43015523809999,6.94705388948341,7.13186979153997,6.78406735457491
"ENSMUSG00000026925",5.96483839335734,5.79876531308744,5.89163664488939,5.94817687159108,5.81452896614826,6.0064196078816
"ENSMUSG00000026924",6.54745729975824,6.80984535194106,6.826304929617,6.95243624936868,7.198821150606,6.59955331675172
"ENSMUSG00000086714",3.50636442164594,3.5436307685698,3.58831565322954,3.01614802918607,3.11195292864935,3.87478481267359
"ENSMUSG00000026923",4.76734975230799,4.84100398248767,4.77827587812713,4.8347188218078,5.01867507367201,5.06914510738316
"ENSMUSG00000026921",5.74595424067792,4.91094159768711,6.03053798183461,4.57808218717216,4.52351214778859,5.47793866550515
"ENSMUSG00000026922",6.67316586020986,6.46067335399856,6.01219839113168,4.35239748765078,4.36929122909372,4.65503034241201
"ENSMUSG00000036160",3.61453272651927,4.09275350034821,3.71467163973445,4.36051774384016,4.23421657433899,4.11546790766128
"ENSMUSG00000015776",5.35377617506332,5.36680931227326,5.03720451142417,5.21360405507032,5.27484243852815,5.03363657172111
"ENSMUSG00000062647",8.70572630661847,8.47032866793221,8.57140056705431,8.91565206501889,8.71537791009854,8.99862597263488
"ENSMUSG00000015790",5.76368343511022,5.80526151186488,5.92861391952995,5.45771225653134,5.2950124841398,5.26075140329996
"ENSMUSG00000014873",4.95136415894065,4.66646108635028,5.07067366871634,4.75892750242931,4.52161136353354,4.97769620005689
"ENSMUSG00000014867",7.84174390878527,7.75790628405216,7.9558978370241,8.64574692996645,8.80757433046055,8.65079628866732
"ENSMUSG00000052406",4.94619783277192,5.15595997090831,4.93186983389065,5.48272710152502,5.4237390131161,5.23135761830515
"ENSMUSG00000015488",6.44404788009966,6.44411822087613,6.20107030597202,5.82252352483749,5.84525027690559,5.70162173383484
"ENSMUSG00000036040",7.48269683537836,6.69851249312245,7.09614657167155,0.638321609004296,0.749021859636611,1.20051003078464
"ENSMUSG00000009614",3.52033736419854,3.10509183491145,3.38288022190003,5.66424724144594,6.00954940985983,5.02033098954833
"ENSMUSG00000009621",5.94942895403493,5.61006784321397,5.31367996111698,4.61021992112463,4.99831685663366,4.9991710829656
"ENSMUSG00000026918",6.14134766037137,6.08698892051586,6.44116472904192,6.9895607923562,6.89913505248527,7.02723669823357
"ENSMUSG00000026917",5.32221904449598,5.58259899878546,5.31766806328587,5.92646139043538,5.78075720808671,5.8561828506191
"ENSMUSG00000015846",6.45227098999244,6.51386318974657,6.74275144870179,7.09187170460349,7.06427343753731,6.86391849939871
"ENSMUSG00000026837",8.85291589847819,9.03962211095203,8.85153918717722,9.79915790717078,10.3111783206312,10.5936097445806
"ENSMUSG00000086560",3.64673707801049,4.24705599175829,3.6841049234386,4.84825627406753,5.55405397481522,5.45692817221261
"ENSMUSG00000035772",5.14417038684589,5.21894804649693,4.97037821543705,5.75533934450001,5.66325882897304,5.4269897501962
"ENSMUSG00000026821",6.03464978544626,5.30855594693347,6.09236873981566,5.61644942852679,5.4237390131161,5.66055438888364
"ENSMUSG00000026816",3.87049375007828,4.11732554272552,3.58831565322954,4.62152636646132,4.76598068679645,4.30296409567253
"ENSMUSG00000026812",5.98261048837592,5.8820410996047,6.31417907720599,5.87920125771863,6.11982706150745,5.61449377569563
"ENSMUSG00000035666",4.10181929618473,4.61562261173099,3.95893324103149,5.61418726414187,5.5258846118011,5.29903411492338
"ENSMUSG00000083773",5.87525849386963,5.57501582736639,4.78980596979523,-1.30921097110157,-1.18741301158592,-2.37103195417419
"ENSMUSG00000026803",3.69681395047963,4.12080191800011,4.09527564194942,3.94413003852838,4.13575825015207,4.07191154167454
"ENSMUSG00000043535",4.43991868174324,4.98147434175645,4.16333991689457,4.90487681881746,5.01327424362708,5.03174327087079
"ENSMUSG00000039844",6.06475720196319,5.90943486643695,5.91288242290988,6.25521075117875,6.35948144830171,5.95639593786055
"ENSMUSG00000039826",3.25382238962978,3.77744834765458,3.15221653842286,4.34149888971422,4.57757293807702,4.10829922190081
"ENSMUSG00000026798",3.41208447354652,3.20017438076513,3.12516521386835,3.42517607896286,3.51111204795843,3.21726625911022
"ENSMUSG00000059316",5.42421195235155,5.67771600106937,5.29963414045561,5.58098091236051,5.86112083813345,5.39199593657821
"ENSMUSG00000069020",4.78771070575667,5.01174839774456,4.78116705152136,4.57575900625003,4.73186130847843,4.49933276540921
"ENSMUSG00000039787",4.372191746423,4.72244981155799,5.31567539026066,6.4805555356304,6.84277844295244,5.9271579307616
"ENSMUSG00000026790",5.7280044596324,5.56100896937251,5.65839053145951,6.27968209439137,6.34665503265069,6.25467688889027
"ENSMUSG00000019715",5.48781712251222,5.79332937959939,4.73121131588438,5.51339779406211,5.68804507618594,5.23958281185546
"ENSMUSG00000057738",8.85118946371118,8.65579181677668,8.74747113263687,8.13383122792791,8.39034135632098,7.98566454063135
"ENSMUSG00000054766",6.64474523033679,6.73979249699493,6.31018130522385,7.82289088766447,7.48586559941355,7.82659430459962
"ENSMUSG00000015335",5.4753184486877,5.14575819563975,5.45616689238117,4.69614623906794,4.72361731438352,4.83733790029539
"ENSMUSG00000039686",5.95200865081685,5.90540920622912,6.19566289693955,5.38792208723558,5.44093824605517,4.9991710829656
"ENSMUSG00000039678",5.63313796667467,5.89326438495416,6.32114863202083,6.99478716501249,7.25166554509521,6.31974207699548
"ENSMUSG00000015337",5.52467629992288,5.81172859049029,5.51986457271536,4.40568868171105,4.10815802499462,4.03458229121803
"ENSMUSG00000039660",5.69296368120504,5.95006289236372,5.74977907592365,5.30760039565893,5.22665251767644,4.96386203201634
"ENSMUSG00000039648",6.40974053307822,6.1857246029574,6.05224211933146,3.72263789493777,3.30554517483294,3.10650147083842
"ENSMUSG00000007476",7.07633087435794,6.54136263440556,7.23494232493643,5.01013857968402,4.02472693776333,4.83299569975369
"ENSMUSG00000075419",4.02549366179471,4.25340449503182,4.16776536527537,4.10098797124089,4.13327084429298,4.32477631523526
"ENSMUSG00000052533",4.99204195609648,4.84521316137687,5.22090331997017,5.76046255670524,5.9106190713746,5.48625792954333
"ENSMUSG00000026860",7.2003091595841,6.58794639740617,6.27677003210387,4.36051774384016,4.62082999608968,4.8967951167071
"ENSMUSG00000026858",4.75853488756795,4.64005494909388,3.97417311909178,3.64054627411881,3.91025590081488,3.38682100646584
"ENSMUSG00000026856",4.49756210610994,4.32145417415288,4.03357204192424,4.44948814501192,4.62968091367195,4.30296409567253
"ENSMUSG00000026853",5.70371864612028,5.48885918361668,5.51813264568756,5.26929650748229,5.7190629569064,4.92562938210274
"ENSMUSG00000039515",6.21729651360467,5.99432376402346,6.26545875145949,6.62011789711105,6.61214775298988,6.49761914715229
"ENSMUSG00000026857",4.99204195609648,4.843110107009,5.38952641021623,4.67242426148986,4.3944368772679,4.42049273878169
"ENSMUSG00000039483",4.72272676088736,4.6712107039435,4.6825594545807,3.90024239452738,4.00036565466919,3.78322359100224
"ENSMUSG00000050737",5.02671784094402,4.45689621380704,4.05284037562902,4.18569222158806,4.14813135378772,4.22557195298236
"ENSMUSG00000026848",5.85058472312409,5.82777058351164,5.77465374456268,5.32844895270925,5.66498196449098,5.67518260080863
"ENSMUSG00000026849",4.73476182580771,4.76528296667765,4.77537889915995,4.540454755814,4.57574210656115,4.61512612067218
"ENSMUSG00000026851",4.85541556489506,5.23025702409814,4.61934254885016,5.14474551746958,5.1524369912987,5.30374880879543
"ENSMUSG00000026854",3.20274820503551,3.29554136374515,3.57504939845566,3.9832202265413,4.62437688181202,3.69983437654545
"ENSMUSG00000075415",6.1648886612095,5.74684036172419,5.75713978087491,5.58676094830064,5.68719742925151,5.83896286203004
"ENSMUSG00000000194",6.90718154521713,6.90162492048612,7.05970255089534,6.15684120597441,6.41685262753086,6.23588727678566
"ENSMUSG00000062661",2.62426973788456,2.47194580068033,3.14325567085124,3.74348645198809,3.84790752414707,4.87584057198956
"ENSMUSG00000076441",4.88811260271451,5.03588671570235,6.09585632017859,8.23096320493207,8.35821723949134,7.238557223527
"ENSMUSG00000026843",4.86091679192643,5.27150235217753,4.64178492425746,5.76352777395085,5.84904484784877,5.78040747642294
"ENSMUSG00000039356",3.499326870906,3.6044916046343,3.06949161617919,4.68756512802415,4.3650573447905,4.58445651486681
"ENSMUSG00000026842",5.92468899238753,5.60262805857425,6.10280628965715,6.50028922278759,6.55985399485231,6.34588275026792
"ENSMUSG00000001864",3.30315010199335,3.13977367429617,4.52935318416876,4.66151123637619,5.29612481653175,5.02033098954833
"ENSMUSG00000001855",4.91480522428786,4.88868358894901,4.86258584511162,5.32291873016032,5.48744890424779,4.94185100111016
"ENSMUSG00000039262",7.68929638298616,7.62100265381167,7.89447643225858,8.11555519092305,8.29605532087717,7.64685903153007
"ENSMUSG00000086216",4.91215807668116,5.14916680925348,5.0152712251813,5.15256078599025,5.11636773659118,4.8779497756414
"ENSMUSG00000039254",3.45636503510721,2.96512907148501,3.4425350267934,4.44185482010949,4.76115561527247,4.02319253436923
"ENSMUSG00000002550",4.36446645331378,4.64489215409788,4.40741323364397,4.75277089973957,5.17558884436828,4.2222554111979
"ENSMUSG00000044627",6.72838070035455,6.40615962091621,6.9814189004413,7.33619013587332,6.9381340644516,7.6771521506584
"ENSMUSG00000002546",6.5803430641297,6.39040404566057,6.54856947443678,6.26821785693418,6.34450616605957,6.52546864501905
"ENSMUSG00000026825",4.5393318282194,4.19193509485921,6.89597758915083,5.60737941018361,5.78710047762262,5.84436622055937
"ENSMUSG00000039205",6.43301031240106,6.03634697891917,6.84092696398185,6.0875976525449,6.13233696031978,6.00352456669429
"ENSMUSG00000039195",5.97248182867114,5.27774441725704,6.0912043369753,4.63720798869359,4.62082999608968,4.61765273259797
"ENSMUSG00000026822",11.0490856539725,10.4603089477518,9.77143146636505,0.448218725624353,0.29445599617113,4.16121572974904
"ENSMUSG00000026820",4.19187629947194,4.5526678140352,3.548145214754,3.66260626112772,4.11825566930233,3.48971018063044
"ENSMUSG00000026819",5.70371864612028,5.05418366406495,5.40647733024372,4.3166717849329,4.33723001986142,4.25508265321327
"ENSMUSG00000039157",7.52402629088242,7.78253286180084,7.58438995001574,5.50243130935913,5.47079847116587,5.04306598464104
"ENSMUSG00000026810",5.88203808830482,5.35652529185657,6.0830270962279,5.25194056834852,5.04538004792726,5.14641872782096
"ENSMUSG00000026811",3.75706049291649,3.66764995748545,3.65917652714275,3.5054859262972,3.53014524012104,4.22888088801294
"ENSMUSG00000026814",8.2379229527914,8.25092793480391,8.37417021421883,5.77065472230921,5.86412410758312,6.01889808589712
"ENSMUSG00000009566",4.20923223860571,3.96706168401901,4.28239258853834,4.82692571688446,4.89345045075268,4.77532457612972
"ENSMUSG00000009555",6.62548225655032,6.50989155601767,6.51856582240329,5.92646139043538,5.78868194672139,5.87108355893515
"ENSMUSG00000059013",5.04374816565948,4.30014816395831,5.03962108659705,3.23805082043436,3.66713299372633,3.39862225869819
"ENSMUSG00000039021",2.41582687523233,2.65571692798947,2.21770562001112,3.66697806762736,4.07484387062846,3.2105871034726
"ENSMUSG00000009563",5.64912367084737,5.51683475627786,5.87954695089398,5.56232762571575,5.71157921945195,5.45692817221261
"ENSMUSG00000026797",4.76147916418349,4.33946933070661,4.83224123611563,4.88624912244788,4.91533198812556,4.96584648217914
"ENSMUSG00000026796",9.14353575473966,9.37297205142175,8.79866100296065,7.57996702091913,7.25881469273215,7.24796524834412
"ENSMUSG00000026792",5.46451843537549,5.12859326929096,4.50157480415056,4.63943437037137,4.74495449003842,4.64515728392514
"ENSMUSG00000038900",8.6669965117571,8.30750764980047,8.64862822982719,8.8943700911317,8.50264518630626,9.17054870581698
"ENSMUSG00000038831",4.29301165520377,4.49757640071779,3.95381729580917,3.94052329904765,4.48890887574114,3.65133585885426
"ENSMUSG00000004105",6.54318644098238,6.3664432853676,6.13367336733141,5.57401416220639,6.08292259619005,7.00328305082516
"ENSMUSG00000068966",4.17430901951068,4.27540680663344,4.07185475354767,4.38195093345151,4.525410431011,4.19544497570179
"ENSMUSG00000026788",4.31321779840355,4.76306001548147,4.21128887833926,4.4004472770689,4.71032814692879,4.04212581188643
"ENSMUSG00000038740",3.31922486485142,3.36167646554446,3.35210156034974,5.1162547278942,5.25667366581302,4.45763347412883
"ENSMUSG00000038718",3.12257785635153,2.68419209659995,3.1962045508002,3.62714653344762,4.19658914298083,5.1429149130061
"ENSMUSG00000038696",5.27972425307254,5.64066048742004,5.54899360939232,5.67622440114189,5.81142054578951,5.5258049767704
"ENSMUSG00000026867",5.88474103062406,6.07180251670118,5.74682424633796,5.96247436900617,6.04571075166301,6.04541373949746
"ENSMUSG00000026864",9.18030317644454,9.4125114959176,9.40723779799703,9.73222003235127,9.78370930668047,10.1627033371372
"ENSMUSG00000070953",2.92665764637627,3.20673209678729,3.16112209164476,3.48582367932017,3.60386217080382,3.55444006717605
"ENSMUSG00000035949",5.87661696387668,6.16145595866316,5.65839053145951,5.26641831193238,5.34208485912888,5.33479239580355
"ENSMUSG00000026869",4.15652518827487,4.97764502287683,3.89631096755575,5.21807984472292,5.5315626579926,5.03363657172111
"ENSMUSG00000026870",4.91215807668116,5.50091520119175,5.32561134579345,5.35578648390238,5.43388102353671,4.84813656628797
"ENSMUSG00000026875",4.69219239273925,3.76417191922891,4.31068163296976,1.45834294289806,1.07354706601001,1.69744778370858
"ENSMUSG00000057110",5.54873609585989,5.59264828654647,5.62659431243935,5.18797556953115,5.28271988812016,5.23300641281705
"ENSMUSG00000026878",7.1148283567466,7.41273308423279,7.09730699404731,7.46384971946578,7.4375399660888,7.33460043318722
"ENSMUSG00000026879",9.87360112718826,10.2332461296388,10.3065173754979,10.1649536701952,10.2076224486773,9.4224358844219
"ENSMUSG00000026880",7.23673331917522,6.85698605776017,6.89263956119039,5.51703484230994,6.09255772800186,6.07788734615015
"ENSMUSG00000035778",6.2626812997831,6.42666886639743,5.74089636931428,4.03487353743796,4.43741395001317,5.1429149130061
"ENSMUSG00000026883",5.75484607185104,5.75021114606343,5.73792327183573,6.12303263608995,6.38270440511901,6.08429526613037
"ENSMUSG00000026895",5.83529590427106,5.05418366406495,6.08770547905772,5.89139576174731,5.87681871107195,5.80389372832649
"ENSMUSG00000026889",5.55892586187579,5.55716519700759,5.33547933940233,5.16497781834587,5.1548915985108,5.28320625412765
"ENSMUSG00000026887",4.77611108515074,4.78732610048131,4.36564809218769,4.43930137689267,4.41301260652304,4.21893122760533
"ENSMUSG00000047250",5.23593968476946,4.85150399274375,4.94482050470533,2.7289241577852,2.80322893371584,3.26961467912464
"ENSMUSG00000083716",4.23063760220898,3.48549233251828,3.93317014496641,3.82399241521474,3.70782274246546,3.7234856446101
"ENSMUSG00000009030",3.9807167733271,4.28783052208153,4.11374239060823,4.90487681881746,4.82574117752955,5.06729786636141
"ENSMUSG00000075376",5.73551069425997,5.72644857289301,5.56250050773107,6.06954834638247,5.75591017933553,6.26277057093661
"ENSMUSG00000066798",3.62103136381801,3.92393443613207,3.95381729580917,4.43161381852027,4.30664941908194,4.44630705645604
"ENSMUSG00000050714",1.83459709338751,2.66527123470272,1.8055108705011,3.37261306887218,3.37877228210461,3.47306351469843
"ENSMUSG00000035437",5.83808776782426,5.78568449775435,5.82735428961542,5.68271572836275,5.82997139392828,5.65318428324663
"ENSMUSG00000026915",4.56988415910272,4.83889477883583,4.39236543056347,4.77521781005914,5.13886148869185,5.38904110699252
"ENSMUSG00000035403",4.51511335713553,4.26287517482482,2.83363447141549,4.54995401673988,4.86524872375613,5.08200998917401
"ENSMUSG00000035392",7.31847534797204,7.29034106893441,7.63760348514803,6.73127446247154,6.78531925023838,6.0870328286992
"ENSMUSG00000026749",6.91182684145048,6.77937432587258,6.72859265438849,6.88835678540987,6.68698543967786,6.65287637693005
"ENSMUSG00000026750",5.66020919771297,5.9363181605879,5.74089636931428,6.6628798874995,6.56862560772223,6.28598869479898
"ENSMUSG00000063972",2.35475129848056,2.99574443872309,3.06000016720189,4.14865844376545,4.63144459976066,3.77871516533049
"ENSMUSG00000046618",3.27045306417391,3.9436976909535,2.93056834977813,2.21136094234963,3.26521877494603,3.80998222592993
"ENSMUSG00000035295",6.48737260085075,6.35983887130686,6.39472702061591,6.80552290836759,6.57413822085856,6.64670441012262
"ENSMUSG00000062997",6.36881701964235,6.41397335023318,6.43842022274648,7.08617015009099,6.65179077651102,6.80139555447129
"ENSMUSG00000026755",5.46812743048051,5.50889693685322,5.42508100570685,5.84488380123902,5.48842238271987,6.24163180387846
"ENSMUSG00000026754",4.7377549701197,5.07404586195322,4.62257005588056,4.64165732156755,4.74983395931518,4.68906348008913
"ENSMUSG00000026753",5.61534665886294,5.68242876978737,5.53193019296511,5.81367863652842,5.78551727302929,5.85189708425637
"ENSMUSG00000026866",3.3112098717873,2.69356027913414,3.17876995746418,4.14552895221101,4.39027625422306,3.31391142764373
"ENSMUSG00000036890",3.45636503510721,3.93582484718221,3.51379370996323,3.92964866182365,3.97558593219072,3.92052249166965
"ENSMUSG00000026872",5.3301732757599,5.69647540447613,5.37811412889377,5.15878266103915,5.55684089462757,6.36104123005199
"ENSMUSG00000052155",5.13738654186561,5.49824477925227,4.87346389884214,4.71526913372573,4.81491704820599,5.17242955932053
"ENSMUSG00000026761",5.72649851477657,5.4493121363896,5.81047224374553,5.30899971200616,5.29167033197125,5.5928274535634
"ENSMUSG00000036792",3.83179846003483,3.6291115714073,3.62095720491226,3.66697806762736,3.67399481422859,3.84058599556808
"ENSMUSG00000069495",5.74446692607104,6.23708018765656,5.70023317011731,5.84777497463325,5.70824061213989,5.5484935254994
"ENSMUSG00000026764",4.84712419126367,5.21407407212846,4.79267415173572,2.75379882642423,1.35548542956869,1.67821156484566
"ENSMUSG00000026766",5.13284619180536,5.41291033038338,5.05403614448396,6.06292856973956,5.93367386476702,5.99091181956105
"ENSMUSG00000017144",5.36155877001667,5.36241084837574,5.11488875144796,6.38161847693641,5.92722685534525,6.36630929291456
"ENSMUSG00000026946",3.83739030827919,3.6771258210485,3.67169456698917,2.84150342637491,2.04736313420636,3.52782132236891
"ENSMUSG00000036202",3.82054931890187,4.33648238338521,3.81964119933599,5.13688768191701,5.08839040246641,4.77758585408622
"ENSMUSG00000036093",3.75706049291649,4.07852211450755,3.4498213808719,5.4412168828712,5.70489426087816,5.41396633641382
"ENSMUSG00000055371",5.33215500002877,5.45620839732636,5.07303487225632,5.16806544936046,5.29723629196491,5.06729786636141
"ENSMUSG00000036053",7.42908083537514,7.63292077001062,7.77700916556081,6.03275783821602,6.21699451703752,5.41687060521724
"ENSMUSG00000061136",5.52467629992288,5.82244304776446,5.53535905979816,6.50395942627024,6.45967318651839,6.54617434592403
"ENSMUSG00000026960",3.52033736419854,3.53844121246724,3.35210156034974,4.11064891163412,4.30664941908194,4.2222554111979
"ENSMUSG00000026827",4.27664047197488,4.33348923907323,3.2134309649108,3.79232705536049,4.32202074453333,3.64639511758399
"ENSMUSG00000026836",4.64195201544511,4.78074845212266,5.01035154423015,4.85210090003604,4.89197981347865,4.98554228352006
"ENSMUSG00000026991",5.26527654250649,5.28860346345597,5.98236132510686,6.44980532541133,6.62371250462281,6.02842400390579
"ENSMUSG00000035168",6.82090218549062,7.0858777019129,6.76701753370164,5.32291873016032,5.24058609921472,5.07283250885608
"ENSMUSG00000026988",3.82618485357131,3.89985551767366,3.49278321667069,3.90395112418134,3.64983428478226,4.01171214189777
"ENSMUSG00000026987",5.38656611018099,5.04140020664546,5.1776732679086,4.60794795996078,4.60296357529617,4.89054064864155
"ENSMUSG00000026977",6.08839878042241,6.30969867573848,5.58914075765059,6.02766746525177,6.03309041069795,6.00930885125224
"ENSMUSG00000026980",1.16321984084888,0.929891891428466,1.08361272442384,5.45265681538497,6.18071709141889,4.80887713584074
"ENSMUSG00000054580",5.16877508468205,4.85359485548782,4.8680351246437,4.08800525109003,4.12828312958993,5.16208143336991
"ENSMUSG00000026971",4.35669957027009,4.00141318880978,4.03841330499374,2.30409615531355,1.23073039856074,2.7398138145141
"ENSMUSG00000026970",8.20152919774635,8.52431903887362,8.15931759479801,7.01679041659893,7.02187227633084,7.22991337574103
"ENSMUSG00000064289",4.09716543717852,4.53974035261886,3.83084665404387,3.64498533928531,3.62526224240495,3.80555677754913
"ENSMUSG00000026914",5.38465778312908,5.4451585009651,5.2649424891384,5.84101986845488,5.93295895145165,5.64329853978885
"ENSMUSG00000035000",4.46902827037296,4.03864609500876,3.79124077353447,6.21621661956289,6.50463125075229,5.75882344724204
"ENSMUSG00000026896",4.372191746423,5.11471275292435,4.81541661347427,3.32361116839818,3.16162031346404,3.68545523717228
"ENSMUSG00000034903",5.98764827626542,6.26326844047831,5.95061059290885,6.05794372732251,6.22811022724867,5.60051159977658
"ENSMUSG00000026994",4.9743863768565,5.45345384748548,4.97037821543705,5.83714555920234,5.59349437553877,5.45268910440009
"ENSMUSG00000034848",2.97818794701636,2.96512907148501,3.06000016720189,3.8740108529542,4.05920474685087,4.15078656355477
"ENSMUSG00000027030",4.25591173835251,4.23427455674422,3.74460414581128,3.90765034426165,4.0722490946756,4.86098916836003
"ENSMUSG00000027035",5.09599962294062,5.04323336450441,4.45887787665692,5.60624163801037,5.17195789855684,5.03930161188328
"ENSMUSG00000034738",3.0665438214372,2.94173350407298,3.28850139812098,4.20986359396313,4.17256369115062,3.48971018063044
"ENSMUSG00000005233",1.26631333381298,1.24227621364496,0.544746638292138,5.35578648390238,5.42678910947605,4.90922329154825
"ENSMUSG00000027068",6.9555482188798,7.19048836953402,6.96752547247348,3.8395682214692,4.36081099870536,3.27602666763888
"ENSMUSG00000027070",7.8086781352201,8.89040309236858,9.2621644095644,10.1789878260687,10.6130545950845,9.28762583795189
"ENSMUSG00000042133",6.19242184496564,6.12210340211264,5.94030098197308,6.33773340046073,6.09127675562835,6.8596556854655
"ENSMUSG00000027088",3.5682036754638,4.00141318880978,3.57504939845566,3.61814372706667,3.60026442569522,3.80111771238264
"ENSMUSG00000068882",7.08105231867302,6.89605661692453,7.05014626645976,7.50746796471004,7.13622416168232,8.15568462377582
"ENSMUSG00000051730",3.80350941560341,3.68653985145637,3.81964119933599,3.57692106434015,3.16649428783251,4.30922988202927
"ENSMUSG00000044308",5.63795230387053,5.91144349194887,5.51118407095039,6.04204379505531,6.2969585033743,6.18313050617749
"ENSMUSG00000014959",7.39061294324369,7.35154060891397,7.73475762801055,7.5274405695224,7.5250546931123,7.45109623723614
"ENSMUSG00000041997",5.48781712251222,5.98386251485748,5.54729632091316,6.61050366486453,6.74556532698533,6.69475813914539
"ENSMUSG00000041966",3.69681395047963,4.13462425166959,3.80266812073228,4.94682918812934,4.87421423188976,4.5129689259146
"ENSMUSG00000027015",3.61453272651927,3.48008897398895,4.08595286287836,4.16729416089467,4.3735127245444,5.42986794574611
"ENSMUSG00000027012",7.40197839870201,7.20611857560395,7.81770646628776,6.96669180500857,7.05510408170339,7.31254754540478
"ENSMUSG00000027010",3.72121529396976,3.71901345810906,3.43521168598754,3.59996780110222,4.19181595404153,4.23218225110319
"ENSMUSG00000027018",3.4343946352716,3.53844121246724,3.05044586048864,5.77976651075077,5.79813452789759,5.67153942957744
"ENSMUSG00000041921",3.76294905227895,2.56675549406165,3.41301593987335,3.95489646939745,3.75388761480843,4.31235259978717
"ENSMUSG00000027111",7.2856164722086,7.53502539308488,7.66055099002809,6.68621970683096,6.95160900855931,6.32284214811235
"ENSMUSG00000006494",4.83599437682931,4.64730468817327,4.30265549243084,6.14748567981449,6.21816863310712,6.18738875909447
"ENSMUSG00000004085",4.69835118561803,4.02014975139137,4.06712460163527,3.9832202265413,4.00581493420127,4.24857668935386
"ENSMUSG00000055612",1.12715058614136,1.62176959606613,1.75934068906818,5.76454806751592,5.51446103480013,4.9133423380034
"ENSMUSG00000027109",6.30869602720478,6.4640985575089,6.08536818402906,6.56144730734761,6.42399343425085,6.73429458785382
"ENSMUSG00000027108",4.74372269337933,4.87021355663923,4.64496266792305,5.90441404574504,5.82920318568814,5.9860312498155
"ENSMUSG00000008226",4.71970224187419,4.642475578925,4.64813342753099,4.55939113978258,4.71199600265314,4.57408669454521
"ENSMUSG00000041762",2.29097538804725,2.10157735073522,3.23045411275311,4.64165732156755,5.25324140002075,4.13323531252918
"ENSMUSG00000075284",6.31271607868335,6.23467569536515,6.15834500697418,6.73804280239613,6.47694231419981,6.26760507434102
"ENSMUSG00000027104",5.62507819688071,5.70576441872127,5.42877312554892,5.75636544343437,5.64066874318192,5.55509928356444
"ENSMUSG00000018770",6.7455825557497,6.47024350544933,6.614892904092,7.6868925742658,7.64929034365268,7.5479968722014
"ENSMUSG00000009207",2.29097538804725,2.15680687145561,2.09295058900318,3.78831956655897,3.71449417650834,3.78322359100224
"ENSMUSG00000027099",4.84712419126367,4.66169578047889,4.70709046075005,4.88812275263446,4.77717682423667,5.10199726786383
"ENSMUSG00000059005",7.35840215249352,7.55121924411732,7.12942556259157,8.80186258227705,8.5426764247764,8.74942194398735
"ENSMUSG00000015839",5.73251288530415,5.90339215586087,5.4195250487469,6.30655001698793,6.40504402568216,6.34892721468633
"ENSMUSG00000042410",5.8070760306236,6.06640421277535,5.70328487943264,6.37160898923005,6.46561734616874,6.70429862469005
"ENSMUSG00000042369",3.89751130071676,4.67830593975716,3.65287653878701,3.97266387426536,4.06964964344821,4.23547607682823
"ENSMUSG00000042359",6.39369993899505,6.14874117271376,7.08214820796381,6.4996766134192,6.8201459640722,5.86365244222121
"ENSMUSG00000002731",3.90817822576861,3.96319386657929,3.71467163973445,4.4671437242519,4.16527733707213,4.64763189009085
"ENSMUSG00000002732",3.04737151216236,2.32296405921052,3.28035055700012,3.94052329904765,3.8779334787057,5.53786099434548
"ENSMUSG00000002733",4.77611108515074,4.86814665794632,4.85985346732349,4.02468976545187,4.34799645073049,4.52108918210399
"ENSMUSG00000044033",3.95007431080744,4.09628951937545,3.56166002122848,2.04666445570913,2.95178547422413,3.36893612815354
"ENSMUSG00000042272",5.66493418569483,5.82137517573874,6.10049335122044,5.10984629962961,4.757929912328,5.07651050967769
"ENSMUSG00000027016",2.63715102918129,2.92592298922552,3.70252255706833,3.46086293487658,3.48793572559234,2.88949559604903
"ENSMUSG00000027014",4.29707558758367,4.63276859501539,4.31467802068006,4.79332719061087,4.60296357529617,5.02604841463053
